,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr17.46896823.F,58,30,41,30,NA,30,20,61,54,NA,35,36,67,41,48,43,42,56,28,49,42,64,48,41,46,43,35,12
chr17.46896867.F,58,30,53,39,NA,30,20,61,54,NA,35,36,67,41,48,43,42,56,28,49,42,64,48,41,46,43,35,12
chr17.46896868.R,34,33,65,34,25,21,24,52,48,10,31,42,46,41,35,35,34,66,36,34,35,37,46,46,50,44,42,27
chr17.46896874.F,58,30,53,37,NA,30,20,61,54,NA,35,36,67,41,48,43,41,56,28,48,41,64,48,41,46,43,35,12
chr17.46896875.R,34,33,65,34,25,21,24,52,49,10,31,42,47,41,35,35,33,66,36,34,35,37,47,46,51,45,42,27
chr17.46896883.F,57,30,53,37,NA,30,20,61,54,NA,35,35,67,41,48,43,41,55,28,48,41,64,48,39,46,43,33,12
chr17.46896884.R,34,34,65,34,25,21,25,54,49,10,31,43,48,41,35,35,34,67,36,36,35,37,47,46,51,45,43,27
chr17.46896912.R,34,34,65,35,25,22,25,54,49,10,31,45,48,44,35,36,34,68,36,36,36,38,47,47,52,45,43,27
chr17.46896928.R,34,34,65,35,25,22,25,54,49,10,31,45,48,44,35,36,34,68,36,36,36,38,47,47,52,45,43,27
chr17.4689714.R,14,29,21,23,12,25,20,27,43,12,31,29,36,13,24,21,28,15,34,16,41,27,30,25,22,16,32,25
chr17.4689720.R,14,29,21,23,12,25,20,27,43,12,31,29,36,13,24,21,29,15,34,16,41,27,30,25,22,16,32,25
chr17.4689766.R,14,29,21,23,13,25,20,27,43,12,31,29,36,13,24,21,29,15,34,16,41,27,30,25,22,16,32,25
chr17.36105017.F,36,36,44,55,22,39,17,25,154,17,59,75,93,93,58,52,138,128,67,50,57,38,67,67,51,43,62,34
chr17.36105029.F,36,36,44,55,22,39,17,25,154,17,59,75,93,93,58,52,137,128,67,50,57,38,67,67,51,43,62,34
chr17.36105064.F,36,36,44,55,22,39,17,25,154,17,59,75,93,93,58,52,138,127,67,50,57,38,67,66,51,43,62,34
chr17.36105117.F,32,33,42,51,19,38,16,25,146,16,53,74,88,91,53,50,131,114,62,48,54,37,66,65,49,41,61,32
chr17.36105118.R,28,23,15,28,12,24,16,22,84,12,27,29,41,21,26,32,55,22,33,23,19,22,19,29,28,30,19,15
chr17.3610513.F,19,33,20,27,18,20,19,33,16,NA,38,36,NA,15,35,29,14,22,15,29,37,23,19,55,29,34,28,21
chr17.36105154.R,28,24,16,29,13,24,16,23,87,12,27,30,42,23,27,32,57,25,35,23,20,24,19,30,29,31,22,15
chr17.36105204.F,14,18,21,20,NA,NA,17,22,110,11,60,34,69,56,15,24,61,67,52,18,17,20,26,22,27,32,33,14
chr17.36105210.F,14,18,21,20,NA,NA,17,22,109,11,59,34,69,56,14,24,61,67,52,18,17,20,26,22,27,32,33,14
chr17.36105239.F,14,18,21,20,NA,NA,17,22,110,11,60,34,69,56,15,24,61,67,52,18,17,20,26,22,27,32,33,14
chr17.3610532.F,19,33,20,27,18,20,19,33,16,NA,38,36,NA,15,35,29,14,22,15,30,37,23,19,55,29,34,28,21
chr17.36105336.R,34,45,46,53,15,30,25,51,103,13,44,69,102,78,40,50,72,27,77,30,45,40,47,46,46,32,47,22
chr17.36105338.R,34,45,46,53,15,30,25,51,103,13,44,69,102,78,40,50,72,27,77,30,45,40,47,46,46,32,47,22
chr17.36105351.F,22,66,57,70,37,52,30,57,123,NA,47,95,129,121,81,71,119,83,58,44,71,61,81,72,64,74,63,33
chr17.36105352.R,34,45,46,53,15,30,25,51,103,13,44,69,102,78,40,50,72,27,77,30,45,40,47,46,46,32,47,22
chr17.36105364.F,22,66,57,70,37,53,30,57,123,NA,47,95,129,121,81,71,119,83,58,44,71,61,81,72,64,74,63,33
chr17.36105390.F,22,66,57,70,37,53,30,57,123,NA,47,95,129,121,81,71,119,83,58,44,71,61,81,72,64,74,63,31
chr17.36105395.F,22,66,57,70,37,53,30,57,123,NA,47,95,129,121,81,71,119,83,58,44,71,61,81,72,64,74,63,31
chr17.36105396.R,31,54,55,51,26,32,27,36,154,12,57,66,85,84,44,50,121,47,68,40,47,41,53,50,48,47,47,37
chr17.36105432.F,21,59,57,68,33,49,28,54,115,NA,42,91,120,116,74,69,111,80,57,41,71,60,80,66,59,69,62,30
chr17.36105433.R,35,56,61,55,26,32,28,40,164,14,59,66,86,88,47,51,125,56,71,44,50,44,55,59,53,48,52,38
chr17.36105447.F,16,53,55,62,27,43,23,46,105,NA,41,86,114,111,72,68,107,65,49,41,68,56,79,63,55,67,58,30
chr17.36105448.R,36,58,61,58,26,33,28,40,169,15,61,66,90,90,49,53,127,56,72,45,54,48,57,64,54,48,52,38
chr17.36105460.R,36,58,61,58,26,33,28,40,172,15,61,66,90,90,50,53,127,56,72,45,54,48,57,64,55,48,52,38
chr17.36105482.R,36,58,61,58,26,33,28,39,172,15,61,66,90,90,50,53,127,56,72,45,54,48,57,64,55,48,52,38
chr17.36105487.R,36,58,61,58,26,33,28,40,172,15,61,66,90,90,50,53,127,56,72,45,54,48,57,64,55,48,52,38
chr17.41832635.F,23,23,24,22,NA,15,NA,23,24,NA,20,19,20,40,15,23,44,14,20,30,27,20,34,29,30,31,12,22
chr17.41832636.R,24,15,26,37,16,21,12,22,28,NA,35,37,32,28,30,28,44,21,43,28,29,35,50,42,31,37,34,10
chr17.41832637.F,20,21,22,19,NA,13,NA,23,23,NA,19,18,19,40,15,23,40,13,19,30,26,20,33,28,29,29,12,22
chr17.41832638.R,24,15,26,37,16,21,12,22,28,NA,35,37,32,28,30,28,44,21,43,28,29,35,50,42,31,38,34,10
chr17.41832660.R,24,14,26,37,16,21,12,22,28,NA,35,37,32,28,30,28,43,21,43,28,29,35,50,42,31,38,34,10
chr17.41832662.R,24,14,26,37,16,21,12,22,28,NA,35,37,32,28,30,28,44,21,43,28,29,35,50,42,31,38,34,10
chr17.41832674.R,24,15,26,37,16,21,12,22,28,NA,35,37,32,28,30,28,44,21,43,28,29,35,50,42,31,38,34,10
chr17.41832774.F,24,30,24,34,10,13,15,31,50,20,25,34,21,17,31,26,37,24,47,30,22,24,29,39,28,25,12,20
chr17.41832785.F,24,30,24,34,10,13,15,31,50,20,25,34,21,17,31,26,37,24,46,30,22,24,29,39,28,25,12,20
chr17.41832789.F,24,30,24,34,10,13,15,31,50,20,25,34,21,17,31,26,37,24,47,30,22,24,29,39,28,25,12,20
chr17.41832793.F,24,30,24,34,10,13,15,31,50,20,25,34,21,17,31,26,36,24,47,30,22,24,29,39,28,25,12,19
chr17.41832799.F,19,27,24,34,10,13,15,31,50,20,25,34,21,17,31,26,37,24,47,30,22,24,29,39,28,25,12,20
chr17.41832805.F,24,30,24,34,10,13,15,31,50,20,25,34,21,17,31,26,37,24,47,30,22,24,29,39,28,25,12,20
chr17.41832806.R,10,17,15,23,NA,16,NA,24,27,NA,20,33,25,40,29,26,42,27,33,25,28,11,27,16,23,13,22,22
chr17.41832821.F,24,30,24,34,10,13,15,31,50,20,25,33,21,17,31,26,37,24,46,30,22,24,29,39,28,25,12,20
chr17.41832822.R,11,17,15,23,NA,16,NA,24,27,NA,20,33,25,40,29,26,43,27,33,25,28,11,27,16,25,13,23,22
chr17.41832837.F,24,29,23,34,NA,12,14,30,48,20,24,31,20,17,30,25,37,23,46,30,22,21,29,39,27,25,12,20
chr17.41832838.R,11,17,15,23,NA,17,NA,24,27,NA,20,33,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832846.F,23,29,23,34,NA,12,15,30,47,20,24,31,21,16,30,25,37,23,45,29,22,20,29,39,28,24,12,20
chr17.41832847.R,11,17,15,23,NA,17,NA,24,27,NA,20,33,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832860.F,24,28,22,34,NA,12,15,28,47,20,24,31,21,17,30,25,37,23,38,29,22,19,29,39,28,24,12,20
chr17.41832861.R,11,18,15,23,NA,17,NA,24,27,NA,20,33,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832873.F,15,19,15,32,NA,NA,14,21,39,15,21,29,20,17,28,24,35,13,32,27,21,11,22,30,22,16,10,14
chr17.41832874.R,11,18,15,23,NA,17,NA,24,26,NA,20,33,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,21
chr17.41832883.R,11,18,15,23,NA,17,NA,24,27,NA,20,34,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832885.R,11,18,15,23,NA,17,NA,24,27,NA,20,34,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,21
chr17.41832887.R,11,18,15,23,NA,17,NA,24,27,NA,20,34,25,42,29,26,42,28,33,25,29,11,27,16,25,13,23,22
chr17.41832889.R,11,18,15,23,NA,17,NA,24,27,NA,20,34,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832891.R,11,18,15,23,NA,17,NA,24,27,NA,20,34,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832894.R,11,18,15,23,NA,17,NA,24,27,NA,20,34,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832904.F,26,27,28,33,15,20,22,33,61,NA,34,59,46,55,36,27,42,40,61,29,39,28,37,32,35,24,31,27
chr17.41832905.R,11,18,15,23,NA,17,NA,24,27,NA,20,34,25,42,29,26,43,28,33,25,29,11,27,16,25,13,23,22
chr17.41832922.F,26,27,26,33,15,20,22,33,61,NA,34,59,46,54,36,27,41,39,61,29,39,28,37,32,35,23,31,27
chr17.41832923.R,23,25,30,28,16,NA,NA,26,32,NA,31,34,18,33,20,39,33,32,29,20,31,29,40,34,21,19,20,15
chr17.41832924.F,26,27,27,33,15,20,22,33,61,NA,34,58,46,54,36,27,41,39,61,29,39,28,37,32,35,23,31,27
chr17.41832925.R,23,25,30,28,16,NA,NA,26,32,NA,31,35,19,33,20,39,33,32,30,20,31,30,41,35,21,19,20,15
chr17.41832929.F,17,25,27,33,15,20,22,33,61,NA,34,59,46,54,36,27,41,39,61,29,39,28,37,32,35,23,31,27
chr17.41832930.R,23,25,30,28,16,NA,NA,26,33,NA,33,35,19,34,20,39,34,32,30,20,31,30,41,37,22,19,20,15
chr17.41832931.F,26,27,27,32,15,20,22,33,60,NA,34,59,46,54,36,27,41,39,61,29,39,28,37,32,35,23,31,27
chr17.41832932.R,23,25,30,28,16,NA,NA,26,33,NA,33,36,19,34,20,39,34,32,30,20,31,31,42,37,22,19,20,16
chr17.41832933.F,26,27,27,33,15,20,22,33,61,NA,34,59,46,54,36,27,39,39,61,29,39,28,37,32,34,23,31,27
chr17.41832934.R,25,27,31,29,16,NA,11,28,37,NA,33,37,19,35,21,39,34,32,34,22,31,34,42,38,25,20,20,16
chr17.41832939.F,26,27,27,33,15,20,21,33,60,NA,34,59,46,54,35,27,41,39,61,29,39,28,37,32,35,23,31,27
chr17.41832940.R,26,27,31,29,17,NA,11,28,37,NA,33,37,19,35,21,39,34,32,34,23,31,35,42,39,25,21,20,16
chr17.41832943.F,26,27,27,33,15,20,22,33,61,NA,34,59,46,54,36,27,41,39,61,29,39,28,37,32,35,23,31,27
chr17.41832944.R,26,27,32,30,17,NA,11,29,37,NA,33,38,19,35,21,39,34,32,34,23,31,35,42,39,25,21,20,16
chr17.41832954.F,26,27,27,33,15,20,22,33,61,NA,33,59,46,54,36,27,41,39,61,29,39,28,37,32,35,23,30,27
chr17.41832955.R,26,27,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,32,34,23,31,35,42,40,25,21,20,16
chr17.41832961.F,26,27,27,33,15,19,22,33,61,NA,32,59,46,54,36,27,41,39,61,29,39,28,37,32,35,23,31,27
chr17.41832962.R,26,27,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,32,34,23,31,35,42,40,25,21,20,16
chr17.41832975.F,25,27,26,32,15,19,22,32,61,NA,32,59,46,53,36,27,41,39,60,29,38,28,37,32,35,23,30,27
chr17.41832976.R,26,27,32,29,17,NA,12,30,37,10,32,38,19,35,21,39,34,32,33,22,31,35,41,39,25,21,20,16
chr17.41832988.F,24,25,25,30,14,18,19,32,57,NA,30,56,43,53,34,25,39,36,59,28,38,28,36,30,35,21,30,24
chr17.41832989.R,26,27,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,32,34,23,31,35,42,40,25,21,20,16
chr17.41832990.F,22,23,25,29,12,16,17,32,54,NA,29,53,42,50,32,23,39,36,58,28,37,26,35,30,33,20,28,24
chr17.41832991.R,26,27,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,32,34,23,31,35,42,40,25,21,20,16
chr17.41832994.F,22,23,25,29,12,16,17,32,54,NA,29,53,40,49,32,23,39,36,58,27,37,26,34,29,31,20,26,24
chr17.41832995.R,21,24,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,33,34,23,31,35,42,40,25,21,20,16
chr17.41833000.F,21,21,25,29,12,15,15,32,54,NA,29,51,40,48,32,22,37,34,56,25,35,24,32,25,28,18,25,22
chr17.41833001.R,26,26,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,33,34,23,30,35,42,40,25,21,20,16
chr17.41833015.R,26,26,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,33,34,23,31,35,42,40,25,21,20,16
chr17.41833017.R,26,27,32,30,17,NA,12,30,37,10,33,38,19,34,21,39,34,33,34,23,31,35,42,40,25,21,20,16
chr17.41833020.R,26,27,32,30,17,NA,12,30,37,10,33,38,19,35,21,39,34,33,34,23,31,35,42,40,25,21,20,16
chr17.41833055.F,12,19,26,21,10,NA,11,28,35,NA,22,31,12,37,21,30,58,16,40,25,27,29,24,19,22,18,27,14
chr17.41833063.F,12,19,26,21,10,NA,11,28,35,NA,22,31,12,37,21,30,58,16,40,25,27,29,24,19,22,18,27,14
chr17.41833068.F,12,19,26,21,10,NA,11,28,35,NA,22,31,12,37,21,30,58,16,40,25,27,29,24,19,22,18,27,14
chr17.41833073.F,12,19,26,21,10,NA,11,28,35,NA,22,31,12,37,21,30,58,16,40,25,27,29,24,19,22,18,27,14
chr17.41833081.F,12,19,26,21,10,NA,11,28,35,NA,22,31,12,37,21,30,58,16,40,25,27,29,24,19,22,18,27,14
chr17.41833087.F,12,19,26,21,10,NA,11,28,35,NA,22,31,12,37,21,30,58,15,40,25,27,29,24,19,22,18,27,14
chr17.48042426.R,NA,14,19,18,NA,12,13,21,12,NA,26,NA,14,NA,14,10,16,17,20,15,21,10,12,11,18,NA,NA,26
chr17.48042452.R,NA,14,19,18,NA,12,13,21,12,NA,26,NA,14,NA,14,10,16,17,20,15,21,10,12,11,18,NA,NA,26
chr17.48042463.R,NA,14,19,18,NA,12,13,23,12,NA,26,10,20,NA,14,10,16,19,22,15,21,10,12,11,17,NA,NA,27
chr17.48042500.F,22,44,49,38,22,26,18,34,65,15,31,68,79,97,52,46,131,71,70,32,40,40,36,50,49,44,44,17
chr17.48042508.F,22,44,49,38,22,26,18,34,65,15,31,68,79,97,52,46,131,71,70,32,40,40,36,51,49,44,44,17
chr17.48042510.F,22,44,49,38,22,26,18,34,65,15,31,68,79,97,52,46,131,71,70,32,40,40,36,51,49,44,44,17
chr17.48042531.F,22,44,49,38,22,26,18,34,65,15,31,68,79,97,52,46,131,71,70,32,40,40,36,51,49,44,44,17
chr17.48042532.R,40,60,82,70,30,31,25,42,50,26,51,95,73,58,53,69,94,56,84,39,74,44,67,94,53,49,54,17
chr17.48042533.F,22,44,49,38,22,26,18,34,65,15,31,68,79,96,52,46,131,71,70,32,40,40,36,51,49,44,44,17
chr17.48042534.R,40,61,82,70,30,31,25,42,50,26,52,95,73,58,53,69,94,56,84,39,74,44,67,94,53,49,54,17
chr17.48042550.F,22,44,49,38,22,26,18,34,65,15,31,68,79,97,52,46,131,71,70,32,40,40,36,51,49,44,43,16
chr17.48042551.R,40,60,82,70,30,31,25,42,50,26,52,94,73,58,54,69,94,56,84,39,74,45,67,94,53,49,54,17
chr17.48042562.F,21,44,49,38,22,26,18,34,65,15,31,68,79,96,52,46,130,71,70,32,40,40,36,51,49,44,43,16
chr17.48042563.R,40,61,82,70,30,31,25,42,50,26,52,95,73,58,54,69,94,56,84,39,74,45,67,94,53,49,54,17
chr17.48042564.F,21,44,36,35,22,26,17,33,61,15,31,66,76,90,50,45,130,71,66,32,39,39,36,51,49,44,43,15
chr17.48042565.R,40,61,82,70,30,31,26,42,50,26,52,95,73,58,53,69,94,56,84,39,74,46,67,94,53,49,54,17
chr17.48042572.F,21,44,46,38,22,26,17,33,60,14,31,66,75,91,48,44,129,71,66,31,39,39,35,51,49,43,42,15
chr17.48042573.R,41,61,82,71,30,31,26,42,50,26,52,95,73,58,54,69,94,56,84,39,74,46,67,94,53,49,54,17
chr17.48042590.F,18,41,44,36,20,26,13,32,58,14,29,61,74,89,48,43,123,63,64,31,35,38,35,47,46,42,41,15
chr17.48042591.R,41,61,82,71,30,31,26,42,50,26,52,95,73,58,54,69,94,56,84,39,74,46,67,94,53,49,54,17
chr17.48042606.R,41,61,82,71,30,31,26,42,50,26,52,95,73,58,54,69,94,56,84,39,74,46,67,94,53,49,54,17
chr17.48042612.F,13,16,13,18,NA,10,11,30,18,NA,30,28,11,22,16,15,41,50,18,16,14,10,22,19,22,11,21,NA
chr17.48042613.R,41,61,82,71,30,31,26,42,50,26,52,95,73,58,54,69,94,56,84,39,74,45,67,94,53,49,54,17
chr17.48042649.F,13,12,13,18,NA,10,11,29,17,NA,30,28,11,20,16,14,41,49,18,16,14,10,22,19,22,11,21,NA
chr17.48042653.F,13,13,13,18,NA,10,11,30,18,NA,29,27,11,21,16,15,41,49,18,16,14,10,22,19,22,11,21,NA
chr17.48042663.F,12,13,13,18,NA,10,11,30,18,NA,29,28,11,21,16,15,40,49,18,16,14,10,22,19,22,11,21,NA
chr17.48042684.F,12,13,13,18,NA,10,10,30,17,NA,29,26,11,21,16,15,39,49,18,16,14,10,21,19,22,11,21,NA
chr17.48042695.F,12,13,13,18,NA,10,10,30,17,NA,29,26,11,21,16,14,37,38,18,16,14,10,21,19,22,11,21,NA
chr17.48042722.R,NA,18,14,26,NA,15,NA,18,19,NA,25,15,19,30,NA,20,26,10,23,27,22,17,30,13,30,11,22,10
chr17.48042732.R,NA,18,14,26,NA,15,NA,18,19,NA,25,15,19,30,NA,19,26,10,23,26,20,17,30,13,30,11,21,10
chr17.48042752.R,NA,19,17,27,NA,15,NA,18,20,NA,25,19,22,32,11,24,26,10,24,29,24,18,31,16,31,12,23,11
chr17.48042765.R,NA,19,17,27,NA,15,NA,18,20,NA,25,19,22,32,11,24,26,10,24,29,24,18,31,17,31,12,24,13
chr17.48042770.F,22,24,23,13,10,10,NA,18,32,12,11,19,26,30,NA,16,17,NA,34,31,11,27,23,25,13,18,13,NA
chr17.48042771.R,NA,21,18,28,NA,19,NA,19,22,NA,25,22,22,36,11,24,26,13,26,30,25,18,32,17,33,14,28,14
chr17.48042779.F,22,24,23,13,10,10,NA,18,32,12,11,19,26,30,NA,16,17,NA,34,32,11,27,23,25,13,18,13,NA
chr17.48042780.R,32,27,24,20,14,23,17,29,28,14,11,47,29,56,19,29,50,30,57,18,23,22,36,28,23,22,39,15
chr17.48042786.F,22,24,23,13,10,10,NA,18,32,12,11,19,26,30,NA,16,17,NA,34,32,11,27,23,25,13,18,13,NA
chr17.48042787.R,32,27,24,20,14,23,17,29,28,14,11,47,29,56,19,29,50,30,57,18,23,22,36,28,23,22,39,15
chr17.48042819.F,22,24,23,13,10,10,NA,18,32,12,11,19,26,30,NA,16,17,NA,34,32,11,27,23,25,13,18,13,NA
chr17.48042820.R,32,27,25,20,14,23,17,29,28,14,11,47,29,56,19,29,50,30,57,18,23,22,36,28,23,22,40,15
chr17.76254728.F,16,26,21,15,NA,13,12,22,47,NA,16,31,34,63,16,24,44,23,25,NA,NA,29,27,27,25,32,28,NA
chr17.76254743.F,16,26,21,15,NA,13,12,22,47,NA,16,31,34,63,16,24,44,23,25,NA,NA,29,27,27,25,32,28,NA
chr17.76254744.R,NA,20,15,28,NA,19,NA,20,28,12,11,26,24,24,24,29,36,24,20,20,19,25,24,21,27,34,29,12
chr17.76254751.F,16,26,21,15,NA,13,12,22,47,NA,15,31,34,63,16,22,44,23,25,NA,NA,29,27,27,25,32,28,NA
chr17.76254752.R,10,24,17,31,10,21,10,21,30,14,14,28,25,24,26,29,40,25,20,23,25,30,31,28,31,42,37,13
chr17.76254757.F,16,26,21,15,NA,13,12,22,46,NA,16,31,33,63,16,22,43,23,25,NA,NA,29,27,27,25,32,28,NA
chr17.76254758.R,10,24,17,31,11,21,10,21,30,14,14,29,25,24,27,29,40,21,20,24,25,30,31,29,31,43,37,13
chr17.76254799.F,15,26,21,15,NA,13,11,22,45,NA,16,31,34,63,16,23,43,23,25,NA,NA,29,27,27,25,32,28,NA
chr17.76254800.R,11,24,17,31,12,21,12,22,30,14,15,31,25,25,27,29,41,25,20,25,25,30,33,30,31,43,37,13
chr17.76254812.F,15,25,21,15,NA,11,11,22,44,NA,16,31,34,63,15,22,43,21,25,NA,NA,29,26,27,25,32,27,NA
chr17.76254813.R,11,24,16,24,12,21,12,22,30,14,15,31,25,24,27,29,41,25,20,25,25,30,33,30,31,43,37,13
chr17.76254836.R,11,24,17,31,12,21,12,22,30,14,15,31,25,25,27,29,41,25,20,25,25,30,33,30,31,43,37,13
chr17.76254838.R,11,24,17,31,12,21,12,22,30,14,15,31,25,25,27,29,41,25,20,25,25,30,33,30,31,43,37,13
chr17.76254841.R,11,24,17,31,12,21,12,22,30,14,15,31,25,25,27,29,41,25,20,25,25,30,33,30,31,43,37,13
chr19.37288227.F,25,18,23,31,19,35,19,15,33,12,13,18,51,28,NA,17,27,39,30,39,27,29,34,19,40,27,34,16
chr19.37288291.F,25,18,19,23,19,35,19,15,33,12,13,18,51,28,NA,17,27,39,30,38,27,29,34,19,40,27,34,16
chr19.37288315.F,24,17,22,31,19,34,19,15,33,12,13,18,51,28,NA,17,26,39,30,38,27,29,32,19,40,27,34,16
chr19.37288316.R,40,44,33,53,18,34,29,35,57,14,39,26,56,57,32,45,64,53,50,54,50,26,44,35,56,22,45,20
chr19.37288344.R,40,44,35,54,18,34,30,35,58,14,39,26,59,60,32,45,67,54,58,54,50,27,44,35,56,22,45,20
chr19.37288353.R,40,44,35,54,18,34,30,35,58,14,39,26,59,60,32,45,67,53,58,54,49,27,44,35,56,22,45,20
chr19.37288373.R,40,44,35,54,18,34,30,35,58,14,39,26,59,60,32,45,67,54,58,54,50,27,44,35,56,22,45,20
chr19.37288390.R,40,44,35,54,18,34,30,35,58,14,39,26,59,60,32,45,67,54,58,54,50,27,44,35,56,22,45,20
chr19.37288396.R,40,44,35,54,18,34,30,35,58,14,39,26,59,60,32,45,67,54,58,54,50,27,44,35,56,22,45,20
chr19.37288418.R,NA,18,21,21,10,12,NA,19,22,NA,10,15,22,20,15,14,39,17,27,12,26,18,31,24,21,21,22,NA
chr19.37288427.R,NA,18,21,21,10,12,NA,19,21,NA,10,15,19,17,15,14,37,17,19,12,26,18,31,24,21,21,22,NA
chr19.37288433.R,NA,18,21,21,10,12,NA,19,22,NA,10,15,19,17,15,14,37,17,19,12,27,18,31,24,21,21,22,NA
chr19.37288451.R,NA,19,21,21,10,12,NA,19,22,NA,11,16,19,17,15,14,37,17,19,13,27,18,31,26,21,23,22,NA
chr19.37288469.R,NA,19,21,21,10,12,NA,19,22,NA,11,16,19,17,15,14,37,17,19,13,27,18,31,26,21,23,22,NA
chr19.37288481.R,NA,19,21,21,10,12,NA,19,22,NA,11,16,19,17,15,14,37,17,19,13,27,18,31,26,21,23,22,NA
chr19.37288506.R,NA,19,21,21,10,12,NA,19,22,NA,11,15,19,17,15,14,37,16,19,13,27,18,31,26,21,23,22,NA
chr19.37288510.R,NA,19,21,21,10,12,NA,19,22,NA,11,16,19,17,15,14,37,17,19,13,27,18,31,26,21,23,22,NA
chr19.37288512.F,38,44,60,47,30,25,32,26,82,18,32,57,98,145,45,46,90,97,82,39,50,42,65,68,67,57,44,21
chr19.37288513.R,NA,19,21,21,10,12,NA,19,22,NA,11,16,19,17,15,14,37,17,19,13,27,18,31,26,21,23,22,NA
chr19.37288523.F,28,25,42,32,25,19,20,13,69,15,29,41,73,124,37,32,69,66,63,20,32,23,46,51,36,38,27,20
chr19.37288524.R,30,25,46,35,38,18,13,32,101,21,19,55,52,74,24,36,67,42,54,41,29,34,46,64,34,30,27,NA
chr19.37288526.F,28,25,42,32,25,19,20,13,69,15,29,41,73,124,37,32,69,66,63,20,32,23,46,51,36,38,27,20
chr19.37288527.R,30,28,48,37,39,19,16,32,101,21,20,57,52,78,26,36,68,46,55,43,29,35,48,64,35,30,27,NA
chr19.37288537.F,25,22,42,32,25,19,20,13,69,15,29,41,73,124,37,32,69,66,63,20,32,23,46,51,36,38,27,20
chr19.37288538.R,30,28,48,39,39,19,16,32,101,21,20,57,52,78,26,36,68,46,55,44,29,35,49,65,35,31,27,NA
chr19.37288540.F,28,24,32,24,25,19,19,13,69,14,29,41,73,124,37,31,69,65,63,20,32,23,46,51,36,38,27,20
chr19.37288541.R,30,28,48,39,39,19,17,32,101,21,21,57,52,78,26,36,68,46,55,44,29,35,49,65,35,31,27,NA
chr19.37288551.F,28,25,42,32,25,19,19,13,69,15,29,41,73,124,37,32,69,66,63,20,32,23,46,51,36,38,27,20
chr19.37288552.R,30,28,48,37,38,19,17,32,99,20,21,57,52,78,26,36,68,46,54,44,29,35,49,65,35,31,27,NA
chr19.37288560.F,28,24,42,32,25,19,19,13,69,14,29,40,71,123,37,31,69,66,62,20,32,23,46,51,36,38,27,20
chr19.37288561.R,31,28,48,39,39,19,17,32,101,21,21,57,53,78,26,36,68,46,55,44,29,35,49,65,35,31,27,NA
chr19.37288564.F,28,24,41,32,25,19,19,13,69,14,29,41,72,123,37,32,69,66,62,20,32,23,46,51,36,38,27,20
chr19.37288565.R,31,28,48,39,39,19,17,32,101,21,21,57,53,78,26,36,68,46,55,44,29,35,49,65,35,31,27,NA
chr19.37288566.F,28,24,41,32,25,19,19,13,69,14,29,41,71,123,36,32,69,66,60,20,32,23,46,51,36,37,27,20
chr19.37288567.R,31,28,49,39,39,20,17,32,101,21,21,57,53,78,26,36,68,46,55,44,29,35,49,66,35,31,27,NA
chr19.37288578.F,28,24,40,32,25,19,19,13,69,14,29,41,72,123,36,32,69,65,61,20,32,23,46,51,36,37,27,20
chr19.37288579.R,31,28,49,39,39,20,17,32,101,21,22,57,53,78,26,36,68,46,55,44,30,35,50,66,35,31,27,NA
chr19.37288585.F,28,24,40,32,25,19,19,13,69,14,29,41,72,123,36,32,68,65,60,20,32,23,46,51,36,37,27,20
chr19.37288586.R,31,28,49,39,39,20,17,32,101,21,22,56,53,78,26,35,68,46,55,43,30,35,50,66,35,31,27,NA
chr19.37288590.F,26,24,40,31,24,19,19,13,69,14,29,40,72,123,35,31,68,64,60,20,32,23,45,50,36,34,27,19
chr19.37288591.R,31,28,49,39,39,20,17,32,101,21,22,57,53,78,26,36,68,46,55,44,30,35,50,66,35,31,27,NA
chr19.37288593.F,23,22,27,29,23,16,16,11,58,13,26,35,69,122,34,29,65,62,58,19,30,22,42,35,32,16,26,20
chr19.37288594.R,31,28,49,39,39,20,17,32,101,21,22,57,53,78,26,36,68,46,55,44,30,35,50,66,35,31,27,NA
