,EC squamous,EC squamous.1,EC squamous.2,EC squamous.3,EC squamous.4,EC squamous.5,EC squamous.6,EC squamous.7,EC squamous.8,EC squamous.9,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr17.41832799.F,1,0,7,0,0,0,0,6,2,0,0,0,0,0,0,0,0,3,0,0,0,5,0,8,0,3,0,8
chr17.41832805.F,0,1,7,0,0,0,0,6,0,0,0,1,0,0,2,0,0,3,0,0,0,4,0,7,0,5,0,5
chr17.41832806.R,1,0,0,0,NA,0,NA,2,0,NA,0,0,0,0,0,0,3,0,0,1,0,1,0,4,0,4,0,4
chr17.41832821.F,0,0,7,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,1,0,5,0,10,0,4,0,6
chr17.41832822.R,3,1,1,0,NA,1,NA,2,0,NA,0,0,2,0,0,1,4,0,0,1,0,2,0,2,0,2,0,4
chr17.41832837.F,0,0,6,1,NA,0,0,7,3,0,0,0,0,0,3,0,0,7,7,1,0,7,0,15,0,8,1,8
chr17.41832838.R,1,0,1,0,NA,0,NA,2,0,NA,0,0,0,0,0,0,2,0,2,1,0,2,0,4,1,5,1,4
chr17.41832846.F,0,0,8,0,NA,0,0,6,0,3,1,1,0,0,1,0,0,3,6,1,0,8,0,12,0,8,0,8
chr17.41832847.R,0,0,1,1,NA,0,NA,2,0,NA,0,1,0,0,2,0,2,0,2,1,0,2,0,2,1,7,0,4
chr17.41832860.F,0,0,3,1,NA,0,0,4,0,0,0,1,0,0,0,0,0,3,3,0,0,5,0,11,0,2,0,8
chr17.41832861.R,0,0,1,0,NA,0,NA,2,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,4,0,3
chr17.41832873.F,0,0,3,0,NA,NA,0,2,5,0,0,1,0,2,0,0,0,2,4,0,0,5,0,7,0,6,0,1
chr17.41832874.R,0,0,1,0,NA,0,NA,4,0,NA,0,0,0,0,0,0,0,0,0,2,1,3,0,2,1,9,0,3
chr17.41832883.R,2,0,1,1,NA,1,NA,5,0,NA,0,0,3,4,1,0,4,0,1,2,3,2,0,6,0,10,0,4
chr17.41832885.R,0,0,1,0,NA,0,NA,4,0,NA,0,0,1,0,0,0,0,0,1,2,2,3,0,5,0,7,0,4
chr17.41832887.R,0,0,1,0,NA,1,NA,5,0,NA,0,0,1,0,0,0,1,0,2,2,0,2,0,5,0,9,0,4
chr17.41832889.R,1,0,1,0,NA,0,NA,4,0,NA,0,0,0,0,0,0,2,0,0,3,3,1,0,3,0,9,0,4
chr17.41832891.R,1,0,0,0,NA,0,NA,3,0,NA,0,0,0,0,1,1,1,0,0,1,3,1,0,5,0,8,1,4
chr17.41832894.R,2,0,1,0,NA,0,NA,5,0,NA,0,1,0,0,0,2,0,0,1,3,1,3,0,2,1,9,0,4
chr17.41832904.F,1,0,5,0,0,0,1,6,0,NA,0,0,0,0,1,0,1,0,0,2,0,7,0,4,0,4,0,15
chr17.41832905.R,1,0,2,0,NA,0,NA,0,0,NA,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,2,0,4
chr17.41832922.F,2,0,6,0,0,0,5,13,2,NA,0,0,0,0,1,1,1,0,8,1,0,9,0,3,0,2,0,16
chr17.41832923.R,1,0,8,0,0,NA,NA,3,0,NA,0,0,0,0,0,1,0,0,0,0,1,9,0,3,0,4,0,14
chr17.41832924.F,5,1,7,0,0,0,4,14,1,NA,0,0,0,0,1,1,3,0,5,3,0,11,0,8,2,8,1,16
chr17.41832925.R,1,1,11,0,0,NA,NA,8,0,NA,0,1,3,0,0,2,0,0,0,0,0,11,0,4,0,10,0,14
chr17.41832929.F,0,0,7,0,0,0,4,14,0,NA,0,1,3,0,1,0,2,0,3,1,0,12,0,5,0,9,0,16
chr17.41832930.R,1,0,10,2,0,NA,NA,6,0,NA,0,0,3,0,0,3,1,0,0,1,0,16,0,3,0,10,0,14
chr17.41832931.F,1,0,6,0,0,0,3,14,0,NA,0,0,5,0,1,0,1,0,3,0,0,8,0,5,0,10,0,14
chr17.41832932.R,0,0,7,0,0,NA,NA,5,2,NA,0,0,0,0,0,1,0,0,0,0,0,11,0,3,0,11,0,15
chr17.41832933.F,2,0,6,0,0,0,4,14,1,NA,1,1,0,0,1,1,3,6,7,2,1,11,0,8,0,11,0,13
chr17.41832934.R,1,0,9,0,0,NA,3,6,1,NA,0,1,3,0,0,0,0,0,1,0,0,16,0,3,0,9,0,15
chr17.41832939.F,6,0,8,2,0,0,3,13,0,NA,0,1,0,5,4,2,3,3,6,1,0,11,1,4,1,13,0,16
chr17.41832940.R,3,0,12,0,0,NA,4,8,1,NA,0,1,3,0,2,7,1,0,1,1,0,20,1,6,0,13,0,15
chr17.41832943.F,2,0,4,0,0,0,2,12,0,NA,0,0,0,0,0,1,2,0,0,2,1,7,1,7,1,3,0,13
chr17.41832944.R,1,0,10,1,0,NA,4,6,0,NA,0,1,3,0,1,0,0,0,3,0,0,10,0,5,0,6,0,14
chr17.41832954.F,2,0,8,1,1,1,5,15,1,NA,2,4,2,0,1,2,2,0,5,4,1,14,1,10,1,10,0,14
chr17.41832955.R,2,3,10,2,0,NA,3,8,1,0,0,1,3,0,4,1,3,0,2,1,0,19,0,4,0,14,0,13
chr17.41832961.F,4,1,7,0,0,0,2,12,2,NA,0,2,0,5,1,0,1,0,1,1,1,7,0,7,0,10,0,13
chr17.41832962.R,0,0,5,0,0,NA,2,9,0,0,0,1,0,0,2,0,0,0,0,0,1,7,0,4,0,10,0,15
chr17.41832975.F,2,0,5,0,0,0,3,9,0,NA,0,0,0,0,0,0,0,0,3,3,0,8,0,6,0,5,0,16
chr17.41832976.R,2,1,9,1,0,NA,4,7,0,2,0,1,0,0,0,0,0,0,0,1,0,11,0,4,0,7,0,13
chr17.41832988.F,1,0,4,1,0,0,1,13,0,NA,2,2,0,0,0,0,3,0,0,3,0,6,1,6,0,9,0,11
chr17.41832989.R,0,1,8,0,0,NA,2,8,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,5,0,11,0,15
chr17.41832990.F,1,0,4,0,0,0,2,10,0,NA,0,2,0,0,0,0,1,0,0,0,0,3,0,6,1,9,0,11
chr17.41832991.R,0,0,10,0,0,NA,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,5,0,12,0,12
chr17.41832994.F,3,0,5,0,0,0,1,13,0,NA,0,0,0,0,0,0,1,0,0,0,0,4,1,6,1,11,0,14
chr17.41832995.R,1,1,10,0,0,NA,3,8,0,1,0,1,0,0,0,0,0,0,0,0,0,9,0,4,0,11,0,15
chr17.41833000.F,0,0,3,0,0,0,1,11,3,NA,0,1,0,0,1,0,0,2,0,0,1,7,1,4,0,4,1,11
chr17.41833001.R,0,1,5,0,0,NA,3,6,0,1,0,0,0,0,0,0,0,0,0,0,0,11,0,4,0,12,0,15
chr17.41833015.R,8,1,9,0,0,NA,3,8,2,0,0,0,0,3,0,1,0,0,0,1,1,14,3,4,1,13,0,12
chr17.41833017.R,1,0,9,0,0,NA,3,7,1,0,0,0,0,0,0,0,0,4,0,2,0,14,0,4,1,11,0,14
chr17.41833020.R,2,1,10,0,1,NA,3,6,0,0,0,1,0,0,0,0,0,0,1,0,0,12,0,4,0,7,0,14
chr17.41833055.F,3,4,7,0,0,NA,5,10,0,NA,1,4,0,0,2,4,4,0,6,4,1,7,0,1,4,15,6,11
chr17.41833063.F,8,1,9,0,0,NA,4,9,3,NA,2,1,0,1,4,3,7,8,4,1,5,8,4,2,4,13,3,11
chr17.41833068.F,7,2,9,4,0,NA,5,9,2,NA,1,2,0,3,4,3,2,0,5,5,2,7,4,3,3,12,2,12
chr17.41833073.F,3,1,8,1,1,NA,2,7,1,NA,1,2,0,1,3,3,0,0,5,4,2,9,2,3,1,5,4,10
chr17.41833081.F,5,5,10,2,0,NA,4,10,3,NA,2,4,0,3,5,5,11,4,7,3,6,13,7,4,3,13,4,12
chr17.41833087.F,4,5,6,3,0,NA,4,10,1,NA,1,3,0,3,4,1,6,1,5,4,5,8,2,1,1,8,3,11
chr17.48042426.R,NA,1,5,1,NA,1,1,4,0,NA,6,NA,0,NA,0,3,0,2,4,0,1,6,0,4,0,NA,NA,13
chr17.48042452.R,NA,1,5,0,NA,2,1,2,0,NA,1,NA,4,NA,0,0,1,3,4,0,0,3,0,3,0,NA,NA,5
chr17.48042463.R,NA,0,5,1,NA,1,1,3,0,NA,0,0,1,NA,2,0,1,2,4,1,0,7,0,4,0,NA,NA,11
chr17.48042500.F,5,3,11,0,7,1,7,2,4,0,0,4,8,13,1,4,7,3,9,3,0,14,1,4,0,29,0,6
chr17.48042508.F,6,3,15,0,9,2,4,2,5,0,0,4,9,3,5,6,9,3,9,4,0,15,0,10,0,29,0,10
chr17.48042510.F,5,2,17,0,8,0,3,5,10,1,1,5,7,10,8,5,5,4,10,2,1,23,1,11,1,30,1,6
chr17.48042531.F,6,1,17,0,11,0,10,10,11,0,2,5,4,10,3,4,3,0,5,2,0,20,0,11,0,31,0,9
chr17.48042532.R,13,0,37,0,21,0,12,7,8,14,2,3,1,0,4,4,10,2,20,1,2,31,1,20,0,37,1,10
chr17.48042533.F,6,1,15,0,9,0,9,11,14,0,3,3,1,10,6,4,2,7,12,0,1,22,0,13,1,29,1,9
chr17.48042534.R,20,2,39,0,20,1,13,7,18,3,4,3,3,0,2,5,10,4,20,5,3,28,0,20,0,38,1,10
chr17.48042550.F,15,4,25,1,12,5,11,15,15,7,3,16,13,12,12,14,8,17,25,5,2,24,0,20,2,31,6,8
chr17.48042551.R,32,6,48,5,23,1,13,21,9,22,9,12,3,8,8,11,16,16,34,11,4,36,3,36,2,40,8,13
chr17.48042562.F,11,1,20,0,11,0,8,12,7,4,0,3,8,4,6,2,1,0,20,3,0,18,0,8,0,31,0,7
chr17.48042563.R,28,3,51,0,26,0,11,16,2,6,3,3,0,8,6,5,4,4,32,5,4,34,0,21,2,41,2,12
chr17.48042564.F,11,0,14,0,9,1,6,14,6,4,2,4,1,3,7,1,4,0,12,2,1,16,0,15,0,31,0,6
chr17.48042565.R,31,1,44,0,19,0,11,11,2,14,2,2,2,0,1,5,7,2,21,5,1,29,0,24,0,40,1,11
chr17.48042572.F,11,0,17,0,8,0,6,7,4,4,0,2,1,3,4,0,0,0,19,4,0,14,0,8,0,30,0,7
chr17.48042573.R,30,0,46,0,19,1,14,11,2,6,7,3,0,0,3,4,2,4,27,4,1,32,2,26,0,41,1,9
chr17.48042590.F,3,0,11,0,7,0,5,8,0,4,0,0,1,0,2,0,5,0,12,4,0,13,0,12,0,30,0,2
chr17.48042591.R,19,0,37,0,23,0,13,6,0,6,0,2,0,0,0,0,7,2,29,2,0,24,1,22,0,39,2,3
chr17.48042606.R,24,0,31,0,17,0,12,4,0,5,4,0,4,0,0,3,1,4,21,4,2,26,0,27,0,40,0,10
chr17.48042612.F,5,2,1,1,NA,0,1,5,5,NA,4,3,0,2,0,2,0,1,9,4,1,6,0,2,0,6,2,NA
chr17.48042613.R,32,6,51,2,21,0,14,12,1,14,6,9,4,0,8,3,10,11,51,9,12,31,6,33,0,42,3,8
chr17.48042649.F,3,1,2,0,NA,0,1,3,3,NA,4,3,1,1,2,2,5,0,7,4,2,5,1,5,0,6,2,NA
chr17.48042653.F,3,0,2,2,NA,0,1,7,6,NA,8,6,0,2,3,4,12,4,13,3,1,6,0,7,1,6,1,NA
chr17.48042663.F,7,0,1,0,NA,0,1,6,7,NA,6,6,3,4,3,4,10,8,11,4,2,6,1,4,0,6,0,NA
chr17.48042684.F,1,0,2,0,NA,0,0,8,3,NA,3,3,1,2,3,1,0,0,8,4,0,6,0,2,0,6,0,NA
chr17.48042695.F,6,0,1,2,NA,1,3,8,3,NA,7,4,1,1,3,4,4,5,11,6,1,8,2,7,1,6,1,NA
chr17.48042722.R,NA,1,4,0,NA,0,NA,4,0,NA,1,0,0,1,NA,2,1,0,0,2,0,6,0,3,1,7,0,1
chr17.48042732.R,NA,1,1,0,NA,0,NA,5,1,NA,4,1,0,0,NA,0,2,0,2,4,0,6,0,1,1,6,0,0
chr17.48042752.R,NA,1,8,2,NA,0,NA,7,5,NA,1,1,0,0,2,1,4,0,5,8,0,11,1,5,2,10,0,5
chr17.48042765.R,NA,2,8,3,NA,1,NA,7,0,NA,1,0,0,0,2,1,1,0,6,8,0,10,0,6,1,10,0,1
chr17.48042770.F,10,0,14,0,5,0,NA,2,1,0,0,3,0,0,NA,2,0,NA,6,1,0,12,0,4,0,14,1,NA
chr17.48042771.R,NA,1,6,0,NA,0,NA,2,0,NA,0,1,0,0,2,0,0,0,2,1,0,6,0,2,0,10,0,1
chr17.48042779.F,9,0,11,0,5,0,NA,1,0,4,0,1,0,0,NA,1,0,NA,8,4,0,9,0,2,1,14,0,NA
chr17.48042780.R,12,0,13,0,7,0,3,6,3,6,0,3,2,2,0,1,4,4,24,1,0,9,0,8,2,16,0,5
chr17.48042786.F,6,0,12,0,5,0,NA,2,0,0,0,2,0,0,NA,0,0,NA,8,2,0,4,0,0,0,12,1,NA
chr17.48042787.R,11,0,13,1,3,0,1,1,0,6,0,2,2,0,0,1,1,2,14,0,0,6,0,3,1,15,1,1
chr17.48042819.F,12,3,12,0,5,1,NA,3,2,0,0,1,0,0,NA,3,2,NA,11,4,0,13,0,2,0,10,1,NA
chr17.48042820.R,14,0,14,2,3,0,2,3,4,6,0,4,1,1,3,3,3,4,23,3,0,11,0,3,3,13,0,9
chr17.76254728.F,0,0,6,0,NA,0,0,1,4,NA,3,4,0,0,1,1,1,0,0,NA,NA,4,0,1,0,0,0,NA
chr17.76254743.F,9,0,9,0,NA,0,1,3,7,NA,9,8,3,8,5,5,6,4,5,NA,NA,17,0,6,0,0,0,NA
chr17.76254744.R,NA,0,4,0,NA,0,NA,2,0,0,0,8,0,4,4,1,5,0,5,4,0,9,0,3,0,1,0,0
chr17.76254751.F,13,0,13,0,NA,0,4,8,4,NA,9,14,3,6,6,9,9,9,7,NA,NA,20,0,7,1,1,0,NA
chr17.76254752.R,7,0,6,0,7,2,1,4,1,0,2,9,0,0,6,2,5,1,5,8,0,18,0,9,0,1,0,0
chr17.76254757.F,12,0,14,0,NA,0,3,4,4,NA,6,12,7,1,4,4,6,3,6,NA,NA,16,0,3,0,0,0,NA
chr17.76254758.R,5,0,7,0,4,0,0,5,1,0,2,8,0,2,6,2,2,1,2,5,0,14,0,9,0,1,0,0
chr17.76254799.F,12,1,14,0,NA,0,6,9,19,NA,13,17,7,3,6,8,18,3,6,NA,NA,21,0,12,1,4,0,NA
chr17.76254800.R,7,0,7,0,7,1,3,12,3,0,5,5,0,6,7,5,7,1,4,13,0,16,0,14,0,3,0,1
chr17.76254812.F,7,1,14,0,NA,0,4,3,3,NA,9,10,3,4,4,3,7,1,2,NA,NA,16,0,3,1,0,0,NA
chr17.76254813.R,6,0,5,0,7,0,1,5,0,0,3,5,0,0,1,2,0,0,1,10,0,12,0,3,0,2,0,0
chr17.76254836.R,7,0,7,0,6,0,2,8,0,3,3,6,0,1,3,2,1,0,6,8,0,14,0,6,0,1,0,0
chr17.76254838.R,3,0,7,0,1,0,2,8,0,0,1,7,0,0,2,1,1,0,4,7,0,14,0,4,0,2,0,0
chr17.76254841.R,5,0,6,0,2,0,1,6,0,3,2,5,0,1,5,3,1,0,4,9,0,11,0,5,0,1,0,0
chr19.37288227.F,2,0,7,0,0,0,2,2,0,0,0,0,0,0,NA,0,0,0,0,5,0,0,0,5,1,15,0,0
chr19.37288291.F,3,0,3,0,0,0,1,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,4,2,2,0,0
chr19.37288315.F,2,0,5,0,0,0,2,2,0,0,0,0,0,0,NA,0,0,0,0,1,0,0,0,4,1,3,0,0
chr19.37288316.R,6,0,4,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,8,0,3,0,0
chr19.37288344.R,1,0,4,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,4,0,1,0,5,0,12,0,0
chr19.37288353.R,9,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,7,0,14,1,0
chr19.37288373.R,2,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,2,0,0
chr19.37288390.R,11,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,7,0,6,0,0
chr19.37288396.R,8,1,4,0,0,0,3,0,0,0,0,1,3,0,4,0,0,0,0,8,0,0,0,8,1,14,0,0
chr19.37288418.R,NA,0,0,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA
chr19.37288427.R,NA,1,10,0,0,0,NA,3,0,NA,0,1,0,0,0,0,0,0,0,2,0,3,0,12,0,11,0,NA
chr19.37288433.R,NA,0,8,0,0,0,NA,1,0,NA,0,0,0,0,0,0,0,1,0,2,0,1,0,11,0,14,0,NA
chr19.37288451.R,NA,0,6,0,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,11,0,5,2,NA
chr19.37288469.R,NA,0,4,0,0,0,NA,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,7,0,NA
chr19.37288481.R,NA,2,5,0,0,0,NA,1,1,NA,0,0,0,0,1,0,0,0,0,0,0,1,0,14,0,17,0,NA
chr19.37288506.R,NA,0,10,0,0,0,NA,3,0,NA,0,0,0,0,0,0,0,0,0,1,0,3,0,13,0,17,0,NA
chr19.37288510.R,NA,0,9,0,0,0,NA,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,3,0,14,0,14,0,NA
chr19.37288512.F,9,1,16,0,0,0,2,1,0,0,0,3,5,1,2,2,0,1,3,2,0,0,1,12,0,28,0,0
chr19.37288513.R,NA,1,10,0,0,0,NA,1,0,NA,0,2,0,0,0,1,0,0,0,0,0,3,0,14,0,15,0,NA
chr19.37288523.F,8,1,16,0,0,0,2,2,0,0,0,5,5,0,5,2,2,0,3,0,0,0,1,14,0,29,0,0
chr19.37288524.R,15,2,13,0,0,0,3,2,0,0,0,4,0,0,2,1,1,0,0,2,0,8,0,9,0,20,1,NA
chr19.37288526.F,9,1,16,0,0,0,2,2,0,0,0,4,5,0,7,2,1,0,3,2,0,2,0,14,0,30,0,0
chr19.37288527.R,15,1,13,0,0,0,4,2,0,0,0,7,0,0,3,2,0,0,0,6,0,12,0,11,0,22,2,NA
chr19.37288537.F,9,1,16,0,0,0,2,1,4,0,0,3,1,0,3,3,0,0,3,2,0,2,0,14,1,30,0,0
chr19.37288538.R,11,1,14,0,0,0,4,2,1,0,0,3,0,0,3,1,0,0,0,5,0,8,0,12,0,20,0,NA
chr19.37288540.F,3,1,13,0,0,0,0,1,0,1,0,2,5,0,1,1,0,0,2,1,0,0,0,13,0,25,0,0
chr19.37288541.R,7,0,9,0,0,0,2,2,0,0,0,4,0,0,2,1,0,0,0,1,0,1,0,12,0,15,1,NA
chr19.37288551.F,7,0,17,0,0,0,1,2,0,0,0,1,5,0,3,2,0,6,2,0,0,1,0,15,0,27,0,0
chr19.37288552.R,7,0,13,1,0,0,4,2,7,0,0,2,0,0,2,3,0,0,1,4,0,1,0,12,0,15,1,NA
chr19.37288560.F,2,0,15,0,0,0,1,2,4,0,0,0,0,0,1,1,0,0,1,1,0,2,0,15,0,29,0,0
chr19.37288561.R,2,1,14,0,1,0,4,2,0,0,0,4,0,0,0,1,0,0,0,7,0,1,0,11,1,23,1,NA
chr19.37288564.F,2,0,16,0,1,0,1,1,0,0,0,0,6,0,3,2,2,0,2,1,0,1,0,15,0,29,0,0
chr19.37288565.R,5,0,14,1,0,0,4,2,0,0,0,6,0,0,2,1,0,3,0,5,0,1,0,13,0,22,1,NA
chr19.37288566.F,1,0,15,0,0,0,1,1,0,0,0,1,4,0,1,1,0,0,0,1,0,1,0,13,0,28,1,0
chr19.37288567.R,1,0,15,1,0,0,3,2,0,0,0,6,0,0,2,1,0,0,0,7,0,1,0,13,0,21,1,NA
chr19.37288578.F,0,0,15,0,1,0,1,2,0,0,0,3,4,0,1,2,0,0,0,2,0,1,0,13,0,28,0,0
chr19.37288579.R,0,0,15,0,0,0,3,2,0,0,0,2,0,0,3,0,0,0,0,7,0,2,0,12,0,23,4,NA
chr19.37288585.F,0,0,14,0,0,0,1,1,0,0,0,2,6,0,1,2,0,5,0,3,0,0,0,14,0,27,0,0
chr19.37288586.R,0,0,14,0,0,0,4,2,0,0,0,1,0,2,1,0,0,0,0,9,0,2,0,11,0,22,0,NA
chr19.37288590.F,1,0,14,0,0,0,1,2,4,0,0,2,4,0,1,4,2,0,1,2,0,1,0,14,0,21,0,0
chr19.37288591.R,2,0,15,0,0,0,4,2,0,0,0,2,0,0,3,2,0,0,0,5,0,5,0,12,0,20,0,NA
chr19.37288593.F,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
chr19.37288594.R,1,0,13,0,0,0,3,2,4,0,0,1,0,0,2,0,0,0,0,1,0,3,0,11,0,8,0,NA
chr19.37288607.F,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
chr19.37288608.R,0,0,14,0,0,0,2,2,0,0,0,2,2,0,0,0,0,0,0,2,0,1,1,13,0,0,0,NA
chr19.37288615.R,1,0,10,0,0,0,2,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,10,0,4,0,NA
chr19.37288619.F,0,0,2,0,0,0,2,1,0,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,NA
chr19.37288620.R,2,0,6,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,8,0,0,1,NA
chr19.37288633.F,3,0,7,1,0,0,2,4,0,NA,0,5,0,1,2,1,1,0,4,1,1,1,0,8,0,4,0,NA
chr19.37288641.F,4,1,7,0,2,0,2,3,0,NA,0,5,0,0,2,3,1,0,5,2,0,1,0,8,0,4,0,NA
chr19.37288647.F,4,0,5,1,0,0,2,4,0,NA,0,3,0,0,2,1,0,0,2,1,0,0,0,6,0,0,0,NA
chr19.37288653.F,1,0,7,0,0,0,2,3,0,NA,0,2,5,0,2,1,0,0,0,1,0,0,0,8,0,0,0,NA
chr19.37288657.F,1,0,7,0,0,0,0,2,0,NA,0,0,3,0,2,1,0,0,0,2,0,0,0,8,0,0,0,NA
chr19.37288693.F,6,0,5,0,0,0,0,2,1,NA,0,2,0,0,1,0,1,0,0,1,0,1,0,9,0,12,0,NA
chr19.37288703.F,0,0,3,0,0,0,0,2,0,NA,0,0,0,0,0,0,1,3,0,0,0,0,0,5,0,5,0,NA
chr19.37288705.F,2,0,4,0,0,0,0,3,0,NA,0,0,0,0,1,0,0,0,2,0,0,0,0,8,0,10,0,NA
chr19.38182950.F,1,0,4,0,4,0,0,6,0,NA,0,0,0,0,0,0,2,2,0,0,0,0,0,6,0,10,0,NA
chr19.38182957.F,1,1,1,0,6,0,3,6,0,NA,0,0,0,0,0,0,5,0,1,0,1,0,0,4,0,9,1,NA
chr19.38182961.F,1,0,5,0,6,0,0,5,1,NA,0,0,0,0,0,0,0,2,1,2,0,0,1,4,1,14,0,NA
chr19.38182989.F,3,0,4,0,6,0,2,3,0,NA,0,0,0,0,0,0,0,2,1,1,1,0,0,5,1,8,1,NA
chr19.38182998.F,1,0,5,0,8,0,3,7,0,NA,0,0,0,0,0,0,0,2,1,1,0,0,0,3,1,4,1,NA
chr19.38183006.F,7,0,5,0,10,0,2,5,2,NA,0,0,3,1,1,0,0,2,1,5,0,3,0,6,1,22,1,NA
chr19.38183027.F,2,0,3,0,7,0,1,2,0,NA,0,0,0,0,0,0,1,2,1,2,0,0,0,0,0,7,1,NA
chr19.38183028.R,1,1,1,1,9,0,1,4,4,0,0,2,0,1,0,0,0,0,0,0,0,0,0,2,0,7,0,NA
chr19.38183054.R,5,1,3,0,20,0,1,6,4,0,0,1,0,2,2,0,1,0,1,3,0,4,0,18,0,30,0,NA
chr19.38183056.R,3,1,1,0,20,0,2,5,2,0,0,0,0,1,1,0,1,0,1,1,0,4,0,16,0,26,0,NA
chr19.38183081.R,9,2,7,0,20,0,3,9,8,0,4,3,14,1,4,2,4,2,1,2,0,6,0,20,0,15,0,NA
chr19.38183090.R,9,2,6,0,20,0,3,9,8,1,3,4,2,1,1,1,3,1,0,3,0,5,1,17,0,24,0,NA
chr19.38183092.R,11,3,7,0,21,0,2,9,4,0,4,1,0,1,1,1,4,0,1,3,0,3,0,17,0,28,0,NA
chr19.38183098.R,7,1,7,0,21,0,6,8,2,0,2,0,2,1,1,2,7,0,1,0,0,2,0,16,0,22,0,NA
chr19.38183113.R,6,1,7,0,21,0,3,4,3,0,1,0,0,1,1,0,5,0,1,3,1,2,0,16,0,25,0,NA
chr19.38183121.R,5,1,6,0,12,0,2,3,4,0,1,0,0,1,1,0,6,0,1,2,0,1,0,12,0,15,0,NA
chr19.38183127.R,8,0,6,0,14,0,3,6,3,0,2,3,0,1,2,0,8,0,1,3,0,0,0,18,0,23,0,NA
chr19.40314899.F,5,0,0,0,1,1,8,11,0,0,0,1,0,6,0,3,1,2,6,2,1,9,0,13,2,10,0,5
chr19.40314927.F,6,0,1,2,0,1,7,9,0,2,0,0,0,0,3,4,0,0,0,1,0,10,0,14,0,8,0,6
chr19.40314938.F,4,0,0,0,0,1,7,10,0,0,0,0,0,0,3,3,0,0,2,5,2,11,0,14,0,9,0,6
chr19.40314939.R,2,0,0,1,0,0,0,2,2,NA,0,1,0,0,1,0,0,0,15,2,0,4,0,19,0,6,0,8
chr19.40314940.F,4,0,0,0,2,1,9,8,1,0,0,0,0,0,2,3,0,0,2,3,0,8,0,18,0,10,0,6
chr19.40314941.R,3,0,1,0,0,0,0,2,0,NA,0,1,0,1,0,0,0,0,11,2,1,4,0,16,0,7,0,8
chr19.40314950.F,13,0,2,1,1,1,10,11,0,0,1,0,0,0,2,3,0,0,8,9,1,10,0,20,1,11,0,6
chr19.40314951.R,7,1,1,1,0,0,0,6,0,NA,0,1,0,0,2,2,0,0,19,2,0,5,0,22,0,5,0,4
chr19.40314978.F,14,0,0,0,1,1,9,10,0,2,0,0,0,0,0,4,0,0,6,6,1,14,3,18,0,10,1,6
chr19.40314979.R,7,0,0,0,0,0,1,8,4,NA,0,1,0,0,2,1,1,0,10,3,2,7,1,21,0,8,0,7
chr19.40314983.F,8,0,1,0,0,1,8,11,0,2,0,0,0,0,2,3,0,0,2,3,0,9,0,16,0,11,0,4
chr19.40314984.R,5,0,0,0,0,0,1,6,3,NA,0,0,0,0,0,2,0,0,11,1,0,3,0,24,0,7,0,3
chr19.40315012.R,9,0,2,0,2,0,1,6,0,NA,0,1,0,1,5,0,1,0,19,2,1,6,0,26,0,8,0,8
chr19.40315022.R,7,1,1,0,0,0,1,6,0,NA,0,0,2,1,3,0,0,0,25,2,0,5,0,27,0,8,0,3
chr19.40315029.R,4,0,0,0,0,0,1,6,0,NA,1,0,0,0,0,0,0,0,7,0,0,5,0,20,0,7,0,3
chr19.40315043.R,1,NA,0,0,NA,NA,NA,4,0,NA,0,2,0,0,0,0,0,2,13,1,0,7,0,4,0,7,0,5
chr19.40315057.R,6,NA,0,1,NA,NA,NA,4,0,NA,0,3,0,0,0,0,0,2,4,1,0,5,0,5,0,7,0,4
chr19.40315059.R,4,NA,0,0,NA,NA,NA,3,0,NA,0,2,0,0,0,0,0,2,1,0,0,8,0,3,1,7,0,4
