,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr19.37288620.R,36,34,79,36,49,28,39,20,101,21,22,57,53,78,26,36,15,23,45,37,68,14,46,55,63,36,51,30,28,50,33,35,42,27,27
chr19.37288633.F,24,21,42,14,32,36,38,22,60,NA,24,43,30,38,25,23,26,34,21,14,30,13,31,32,31,28,27,37,52,31,18,34,34,32,23
chr19.37288641.F,24,21,42,14,32,36,38,22,60,NA,24,43,30,38,25,23,26,34,21,14,30,13,31,32,31,28,27,37,53,31,18,34,34,32,23
chr19.37288647.F,24,21,42,14,32,36,29,22,60,NA,23,43,30,38,25,23,26,34,21,14,30,13,31,32,31,28,26,37,53,31,18,34,34,32,23
chr19.37288653.F,24,21,42,14,32,36,38,22,58,NA,23,43,30,38,25,23,26,33,21,14,29,13,31,31,30,28,26,37,53,31,18,34,34,32,23
chr19.37288657.F,24,21,42,14,32,36,38,22,60,NA,24,43,30,38,25,23,26,34,21,14,30,13,31,32,30,28,26,37,53,31,18,34,34,32,23
chr19.37288693.F,24,21,41,13,31,36,38,22,60,NA,23,42,30,38,24,23,26,34,21,14,30,13,30,32,30,28,25,37,53,31,18,34,34,32,22
chr19.37288703.F,23,21,41,13,31,36,37,21,60,NA,23,41,30,38,24,23,26,33,21,14,30,13,29,32,30,28,25,37,53,31,18,34,34,32,22
chr19.37288705.F,23,21,41,13,31,36,37,21,60,NA,23,41,30,38,24,23,26,33,21,14,30,13,28,32,30,28,25,37,53,31,18,34,33,31,22
chr19.37407197.F,26,36,84,22,54,41,60,31,164,44,46,54,127,108,54,48,25,50,51,25,150,17,115,128,97,62,55,52,72,65,45,38,41,55,46
chr19.37407214.F,26,36,84,22,55,41,59,31,164,39,24,31,127,66,23,48,10,50,34,12,150,17,115,128,97,62,32,52,42,65,45,38,41,55,17
chr19.37407216.F,26,36,84,22,55,41,60,31,162,44,46,54,127,108,54,48,25,50,51,25,150,17,115,128,97,62,55,52,72,65,45,38,41,55,46
chr19.37407242.F,26,36,84,22,55,41,59,31,163,44,46,53,127,108,54,48,25,50,51,24,150,17,114,128,97,62,55,52,72,65,45,38,41,55,45
chr19.37407248.F,26,36,83,22,55,40,59,30,161,43,46,52,127,108,54,48,25,50,51,24,149,17,111,127,97,61,55,52,70,65,45,38,41,55,45
chr19.37407251.F,26,36,83,21,53,39,59,30,161,43,46,52,127,108,54,48,25,50,48,24,149,17,109,127,96,62,55,52,70,65,45,38,41,54,44
chr19.37407257.F,25,36,83,20,53,39,59,29,159,42,45,51,122,107,54,48,25,50,47,24,147,17,109,127,93,62,55,52,70,64,44,38,40,54,43
chr19.37407259.F,25,35,83,20,53,39,59,29,159,42,45,51,121,107,54,48,25,50,47,24,147,17,109,127,93,62,55,52,69,64,44,38,40,54,43
chr19.37407272.F,25,34,81,20,51,39,57,28,158,42,44,51,121,107,54,47,25,50,47,24,145,17,109,126,91,62,54,51,69,64,44,38,40,53,41
chr19.37407273.R,34,30,78,22,48,54,44,38,125,54,47,34,88,124,46,34,25,34,51,30,85,20,50,73,102,46,55,53,96,53,53,48,32,54,39
chr19.37407275.F,25,34,81,20,51,39,57,28,157,41,44,51,121,107,54,47,25,50,47,24,144,17,108,125,91,62,54,50,69,64,44,37,40,53,41
chr19.37407276.R,34,30,78,23,48,54,44,38,124,54,47,34,88,124,46,34,25,34,51,30,85,20,50,72,102,46,55,53,96,53,53,48,32,54,39
chr19.37407284.F,25,34,79,20,48,38,57,28,157,41,44,50,119,107,54,47,24,50,47,24,142,14,94,125,89,62,54,50,68,63,44,37,39,53,40
chr19.37407285.R,36,31,79,23,48,55,46,39,130,54,47,34,88,124,46,34,28,35,55,30,87,20,52,74,103,48,55,53,96,53,53,48,32,54,39
chr19.37407306.R,36,31,78,23,48,55,47,39,130,54,48,34,89,124,46,35,29,36,55,31,87,21,52,74,103,48,55,54,96,53,53,48,32,54,39
chr19.37407311.R,36,31,79,23,48,54,46,37,126,53,48,34,88,122,45,35,28,36,55,31,84,21,52,74,100,48,55,54,96,52,53,48,32,54,39
chr19.37407338.R,36,32,79,23,48,55,47,39,130,55,47,34,89,124,46,35,29,35,60,31,86,21,52,74,103,47,56,55,96,53,54,48,32,54,39
chr19.37407340.R,36,32,79,23,48,43,47,39,131,55,48,34,89,125,46,35,29,36,60,31,87,21,52,75,103,48,56,55,96,53,54,48,32,54,38
chr19.37407342.R,36,32,79,23,48,55,47,39,131,56,48,34,89,125,46,35,29,36,60,31,87,21,52,75,103,48,56,55,96,53,54,48,32,54,39
chr19.37407355.R,36,32,79,23,48,55,47,39,131,56,48,34,89,125,46,35,29,36,60,31,87,21,52,75,103,48,56,55,96,53,54,48,32,54,39
chr19.37407365.R,36,32,79,23,48,55,47,39,131,56,48,34,89,125,46,35,29,36,60,31,87,21,52,75,103,48,56,55,96,53,54,48,32,54,39
chr19.37957760.F,27,32,90,22,13,30,36,23,79,NA,21,44,79,58,24,39,16,37,49,18,76,13,43,46,36,34,58,27,14,37,36,44,51,48,26
chr19.37957780.F,27,32,90,22,13,30,36,23,79,NA,21,44,79,58,24,39,16,37,49,18,76,13,43,46,36,34,58,27,14,37,36,44,51,48,26
chr19.37957809.F,27,32,90,22,13,30,36,23,79,NA,21,44,79,58,24,39,16,37,49,18,76,13,43,46,36,34,58,27,14,37,36,44,51,48,26
chr19.37957810.R,19,11,87,16,12,23,14,15,103,21,28,30,68,89,31,29,NA,34,28,21,71,13,86,56,62,23,16,28,NA,36,27,29,22,31,16
chr19.37957834.F,27,32,89,22,13,30,36,23,79,NA,21,44,79,58,24,39,16,37,49,18,76,13,43,46,36,34,58,27,14,36,36,44,51,48,26
chr19.37957835.R,20,11,87,17,12,23,14,15,103,22,28,31,68,90,31,29,NA,34,28,22,70,13,86,56,62,23,20,28,NA,36,28,29,25,31,18
chr19.37957875.R,20,12,87,17,12,24,14,14,107,22,28,31,69,92,31,28,NA,34,29,23,77,13,87,58,62,23,25,28,NA,36,28,29,25,31,18
chr19.37957880.R,20,12,87,17,12,24,14,15,107,22,28,31,70,92,31,29,NA,33,29,23,76,13,87,58,62,23,25,28,NA,36,28,29,25,31,18
chr19.37957884.R,20,12,87,17,12,24,14,15,107,22,28,31,70,92,31,29,NA,34,29,23,77,13,87,58,62,23,25,28,NA,36,28,29,25,31,18
chr19.37957951.F,12,20,55,16,23,31,34,21,69,NA,18,28,63,36,18,24,10,22,23,15,60,NA,46,42,32,18,20,33,NA,40,11,43,24,26,19
chr19.37957954.F,12,20,55,16,23,31,34,21,69,NA,18,28,63,36,18,24,10,22,23,15,60,NA,46,41,31,18,20,32,NA,39,11,43,24,26,19
chr19.37957967.F,12,20,55,16,23,31,34,21,69,NA,18,28,63,36,18,24,10,22,23,15,60,NA,46,41,31,18,20,32,NA,39,11,43,24,26,19
chr19.37957975.F,12,20,55,16,23,31,34,21,69,NA,18,28,63,36,18,24,10,22,23,15,59,NA,46,41,31,18,20,32,NA,39,11,43,24,26,19
chr19.37957995.F,12,20,55,16,23,31,34,21,65,NA,18,27,60,34,18,24,10,22,23,15,54,NA,46,41,31,18,18,32,NA,39,11,43,24,26,19
chr19.37957997.F,12,20,55,16,23,31,34,21,65,NA,18,27,60,34,18,24,10,22,23,15,54,NA,46,41,31,18,18,32,NA,39,11,43,24,26,19
chr19.37958010.F,12,20,55,16,23,31,34,21,65,NA,18,27,60,34,18,24,10,22,23,15,54,NA,46,41,31,18,18,32,NA,39,11,43,24,26,19
chr19.37958025.F,12,20,55,16,23,31,34,21,65,NA,18,27,60,34,18,24,10,22,23,15,54,NA,46,41,31,18,18,32,NA,39,11,43,24,26,19
chr19.37960066.F,18,24,58,17,29,51,62,34,111,13,19,49,86,73,18,34,15,17,36,25,139,16,95,81,69,24,50,43,32,54,20,62,35,55,32
chr19.37960107.F,18,23,58,17,29,51,62,34,110,13,19,49,86,73,18,34,15,17,36,25,139,16,95,81,69,24,49,43,32,53,20,62,35,55,32
chr19.37960108.R,48,34,85,16,37,46,55,46,155,37,34,43,127,98,32,25,27,39,84,43,137,29,76,145,100,34,80,53,30,71,36,63,45,56,46
chr19.37960123.F,18,22,57,17,28,50,62,34,110,12,19,49,85,73,17,33,15,17,36,25,139,16,95,81,69,24,49,43,31,53,20,62,35,54,32
chr19.37960124.R,48,34,85,16,37,46,55,46,156,36,34,43,129,97,32,32,27,39,84,43,138,29,76,146,100,34,81,53,30,71,36,63,46,56,46
chr19.37960125.F,18,22,56,17,28,50,62,34,110,13,19,49,85,73,17,34,14,17,36,25,138,16,95,80,69,24,49,43,31,53,20,61,35,54,32
chr19.37960126.R,48,34,85,16,37,46,55,46,156,37,34,43,129,98,32,33,27,39,84,43,138,29,76,147,100,34,81,53,30,71,36,63,46,56,46
chr19.37960136.F,18,22,56,17,28,50,62,34,110,13,19,49,85,73,17,34,14,17,36,25,138,15,95,81,69,24,49,43,31,52,20,61,35,54,32
chr19.37960137.R,48,34,85,16,37,46,55,46,156,36,33,43,129,98,30,33,27,39,84,43,138,29,76,146,99,34,81,52,30,71,36,63,46,56,46
chr19.37960154.F,17,22,50,16,26,48,61,33,107,NA,17,47,80,66,17,34,14,17,34,24,134,12,90,79,65,23,46,43,31,52,19,61,32,53,32
chr19.37960155.R,48,34,87,16,37,46,55,47,156,37,34,43,129,98,32,34,28,39,85,43,138,29,76,147,99,34,82,53,30,71,36,63,47,56,46
chr19.37960157.F,16,22,50,16,26,47,61,33,107,NA,17,47,80,66,17,34,14,17,34,24,135,12,90,79,65,23,46,43,31,52,19,61,32,52,32
chr19.37960158.R,48,34,87,16,37,46,55,47,156,37,34,43,128,98,32,34,28,39,85,43,138,29,76,147,100,34,82,53,30,71,36,63,47,56,46
chr19.37960160.F,16,22,50,16,26,47,61,33,106,NA,17,47,80,66,17,33,14,17,34,24,135,12,90,79,65,23,46,43,31,52,18,61,32,52,32
chr19.37960161.R,48,34,87,16,37,46,55,47,156,37,34,43,129,98,32,34,28,39,85,43,138,29,76,147,100,34,82,53,30,71,36,63,47,56,46
chr19.37960162.F,16,22,50,16,26,47,60,33,106,NA,17,47,80,66,17,33,14,17,34,24,135,12,88,78,65,23,46,43,31,52,18,59,32,52,32
chr19.37960163.R,48,34,87,16,37,46,55,47,156,37,34,43,129,98,32,34,28,39,85,43,138,29,76,147,100,34,82,53,30,71,36,63,47,56,46
chr19.37960178.R,48,34,87,16,37,46,55,47,156,37,34,43,129,98,32,34,28,39,85,43,138,29,76,147,100,34,82,53,30,71,36,63,47,56,45
chr19.37960267.F,18,39,71,21,47,31,49,17,94,NA,43,36,97,99,39,40,13,18,41,18,66,21,99,68,61,24,63,36,37,47,34,50,49,34,20
chr19.37960273.F,18,39,71,21,47,31,49,17,94,NA,43,36,97,99,39,40,13,18,41,18,66,21,99,68,61,24,63,36,37,47,34,50,49,34,20
chr19.37960306.F,18,39,71,21,47,31,48,17,93,NA,43,36,96,98,39,40,13,18,41,18,65,21,99,67,60,24,62,36,37,47,34,50,49,34,20
chr19.37960316.F,18,39,71,21,47,31,48,17,94,NA,43,36,97,99,39,40,13,18,41,18,65,21,99,67,61,24,63,36,37,47,34,50,49,34,20
chr19.37960317.R,34,24,72,40,41,46,36,33,115,10,20,54,78,112,37,59,27,38,53,31,85,12,83,55,100,32,72,35,53,46,25,51,43,44,27
chr19.37960331.F,18,39,71,21,47,31,39,17,94,NA,43,36,96,99,39,40,13,18,41,17,66,21,99,68,61,24,63,36,37,46,34,50,49,34,20
chr19.37960332.R,37,25,79,43,44,47,37,36,120,10,21,55,79,113,38,60,28,40,56,32,87,10,74,57,101,33,76,36,55,49,25,53,47,49,28
chr19.37960339.F,18,39,70,21,47,31,48,17,94,NA,43,36,96,99,39,40,13,18,41,17,65,21,99,66,61,24,60,36,37,46,34,50,48,34,20
chr19.37960340.R,38,25,82,45,45,49,40,39,131,10,23,60,81,121,39,64,32,43,63,34,94,13,88,61,110,36,76,36,58,50,29,56,49,52,32
chr19.37960382.R,40,29,97,50,50,51,43,41,145,12,25,65,89,129,41,65,34,47,72,36,97,15,88,73,115,38,90,43,64,61,35,68,57,54,38
chr19.37960403.R,40,29,97,50,50,51,43,41,145,12,25,65,89,130,41,65,34,41,72,36,97,15,88,74,115,38,90,43,64,61,35,68,57,54,38
chr19.37960415.R,41,30,97,50,50,51,43,40,145,12,26,65,89,131,41,65,34,48,74,36,98,15,90,74,115,38,90,43,65,61,36,68,57,54,38
chr19.37960446.F,11,13,32,19,12,13,11,NA,27,NA,15,15,22,23,NA,12,16,15,10,16,16,NA,25,19,24,15,NA,22,11,23,12,12,12,NA,NA
chr19.37960451.F,11,13,32,19,12,12,11,NA,27,NA,15,15,22,23,NA,12,16,15,10,16,16,NA,25,19,24,15,NA,22,11,23,12,12,12,NA,NA
chr19.37960468.F,11,13,32,19,12,13,11,NA,27,NA,15,15,22,23,NA,12,16,15,10,16,16,NA,25,19,24,15,NA,22,11,23,12,12,12,NA,NA
chr19.37960477.F,11,13,32,19,12,13,11,NA,26,NA,15,15,22,23,NA,12,16,15,10,16,16,NA,25,19,24,15,NA,22,11,23,12,12,12,NA,NA
chr19.37960491.F,11,13,32,19,12,13,11,NA,27,NA,15,15,22,23,NA,12,16,15,10,16,16,NA,25,19,24,15,NA,22,11,23,12,12,12,NA,NA
chr19.37960505.F,11,13,32,19,12,13,11,NA,27,NA,15,15,22,23,NA,12,16,15,10,16,16,NA,25,19,24,15,NA,22,11,23,12,12,12,NA,NA
chr19.52839503.F,16,28,58,18,29,39,35,17,125,19,23,56,77,75,28,45,44,42,60,38,90,15,64,92,81,22,55,33,25,34,28,34,56,45,30
chr19.52839504.R,14,25,40,16,25,25,18,15,47,NA,15,21,34,23,20,18,27,22,35,35,52,14,30,30,35,11,37,17,19,24,18,19,25,23,19
chr19.52839509.F,16,28,58,18,29,39,35,17,122,19,23,55,75,75,28,45,44,42,60,38,90,15,64,92,81,22,51,33,25,34,28,34,56,45,30
chr19.52839510.R,13,23,37,17,23,23,18,15,47,11,15,20,29,16,19,17,27,20,34,35,47,14,29,26,26,11,35,16,19,21,18,17,25,23,21
chr19.52839514.F,16,28,58,18,29,39,35,17,122,19,23,55,75,75,28,45,44,42,60,38,90,15,64,92,81,22,51,33,25,34,28,34,56,45,30
chr19.52839515.R,13,23,37,17,23,23,18,15,47,11,15,20,29,16,19,17,27,20,34,35,47,14,29,26,26,12,35,16,19,21,18,17,25,23,21
chr19.52839516.F,16,28,58,18,29,39,35,17,122,19,23,55,75,74,28,45,44,42,60,38,90,15,64,92,81,22,51,33,25,34,28,34,56,45,30
chr19.52839517.R,13,23,37,17,23,24,18,15,47,11,16,20,29,16,19,17,27,20,34,35,47,14,26,26,26,12,35,16,19,22,18,18,25,23,21
chr19.52839535.F,16,28,58,18,29,39,35,17,122,19,23,55,75,75,28,45,44,42,60,38,90,15,64,92,81,22,51,33,25,34,28,34,56,45,30
chr19.52839536.R,13,23,37,17,23,25,18,15,48,11,16,20,29,16,19,17,27,20,34,35,47,14,29,26,26,12,36,16,19,22,18,18,25,23,20
chr19.52839540.F,16,28,58,18,29,39,35,17,122,19,23,55,75,73,28,45,44,42,60,38,90,15,64,92,81,22,51,33,25,34,28,34,56,45,30
chr19.52839541.R,13,23,37,17,22,25,18,15,47,11,16,20,29,16,19,17,27,20,34,35,47,14,28,26,26,12,36,16,19,22,18,17,25,23,21
chr19.52839542.F,16,28,58,18,29,38,35,17,122,18,23,55,75,74,28,45,44,42,60,38,90,15,64,92,81,22,51,33,24,34,28,34,56,45,30
chr19.52839543.R,13,23,37,17,23,25,18,15,48,11,16,20,29,16,19,17,27,20,34,35,47,14,29,26,26,12,36,16,19,22,18,18,25,23,21
chr19.52839589.F,16,28,57,17,29,39,34,16,121,19,23,55,74,75,28,45,43,41,59,37,88,15,63,90,79,22,49,33,25,34,28,34,53,44,30
chr19.52839590.R,13,23,37,17,23,25,18,15,48,11,16,20,29,16,19,17,27,20,34,36,48,14,29,27,29,12,36,16,19,22,19,18,25,23,21
chr19.52839591.F,16,28,57,17,29,38,34,16,121,19,23,55,74,75,28,45,43,41,59,37,87,15,63,90,79,22,49,33,25,34,28,34,53,44,30
chr19.52839592.R,13,23,37,17,23,25,18,15,47,11,16,20,29,16,19,17,27,17,34,36,49,14,29,27,29,12,36,16,19,22,19,18,25,23,21
chr19.52839603.F,33,54,118,36,72,69,63,47,167,31,41,83,138,135,51,68,60,67,105,58,157,26,117,120,113,34,86,54,67,61,50,65,91,76,40
chr19.52839604.R,14,25,39,17,27,26,18,16,48,11,16,21,29,16,19,20,27,20,34,36,50,15,29,28,29,12,37,17,19,23,19,19,27,25,22
chr19.52839638.F,17,26,61,20,43,31,29,31,47,12,18,28,66,61,23,24,20,26,47,21,70,12,56,33,35,12,40,24,43,27,23,31,38,32,12
chr19.52839643.F,17,26,61,20,43,31,29,31,47,12,18,28,66,61,23,24,20,26,47,21,70,12,56,33,35,12,40,24,43,27,23,31,38,31,12
chr19.52839657.F,17,26,61,20,43,31,29,31,47,12,18,28,66,60,23,24,20,26,47,21,70,12,56,33,35,12,40,24,43,27,23,31,36,32,11
chr19.52839671.F,17,25,60,20,41,28,29,31,45,12,18,24,66,60,23,24,19,26,46,21,70,12,56,33,34,12,40,23,43,27,23,31,34,31,11
chr19.52839677.F,16,25,59,20,40,28,29,31,46,12,18,25,66,60,23,24,19,26,46,21,70,12,56,32,35,12,40,23,43,27,21,31,34,31,11
chr19.52839687.F,17,16,19,16,14,15,21,16,26,NA,15,24,15,39,15,28,23,21,16,14,18,14,15,25,28,23,32,19,NA,24,20,25,21,16,13
chr19.52839690.F,17,16,18,15,12,14,20,16,26,NA,15,24,15,36,15,28,23,21,16,13,18,14,14,24,28,22,32,19,NA,23,20,23,19,16,13
chr19.52839694.F,17,16,18,16,12,14,20,16,26,NA,15,24,15,36,15,28,23,21,16,13,18,14,15,24,28,22,32,19,NA,23,20,23,19,16,13
chr19.52839715.F,17,16,18,16,12,14,17,16,26,NA,15,24,15,36,15,28,23,21,16,13,17,14,15,24,28,22,32,19,NA,23,20,23,19,16,13
chr19.52839719.F,17,16,18,16,12,13,20,16,26,NA,15,24,15,36,15,28,23,21,16,13,17,14,15,24,28,22,32,19,NA,23,20,23,19,16,13
chr19.52839722.F,17,16,18,16,12,14,20,16,26,NA,15,22,15,36,15,28,23,21,16,13,17,14,15,24,28,22,32,19,NA,23,20,21,19,16,12
chr19.52839725.F,17,16,18,16,12,14,20,16,26,NA,15,23,15,36,15,28,23,21,16,13,17,14,15,24,28,22,32,19,NA,23,20,23,19,16,13
chr19.52839738.F,17,16,18,16,12,14,20,16,26,NA,15,23,15,36,15,28,23,21,16,13,17,14,15,24,28,22,32,19,NA,23,20,23,19,16,13
chr19.52839742.F,17,16,18,16,12,14,20,16,26,NA,15,23,15,36,15,28,23,20,16,13,17,14,15,24,28,22,32,19,NA,23,20,23,19,16,13
chr19.52839767.F,17,16,18,16,12,14,20,16,26,NA,15,23,15,36,15,28,23,20,16,13,16,14,15,24,28,22,32,18,NA,23,20,23,19,16,13
chr19.52839768.R,NA,13,30,NA,NA,31,30,21,66,NA,33,35,36,55,21,22,21,26,26,19,33,NA,36,41,29,25,17,21,18,23,27,34,18,31,15
chr19.52839775.F,17,16,18,16,12,14,20,16,26,NA,15,23,15,36,15,28,23,20,16,12,16,13,15,24,28,22,32,18,NA,23,20,23,19,16,13
chr19.52839776.R,NA,13,30,NA,NA,31,30,21,66,NA,33,35,36,55,21,22,21,26,26,19,33,NA,36,41,29,25,17,21,18,23,27,34,18,31,15
chr19.52839789.R,NA,13,30,NA,NA,31,29,21,67,NA,33,35,36,55,21,22,21,25,26,19,33,NA,37,41,29,25,17,21,18,23,27,34,18,31,16
chr19.52839814.R,NA,13,31,NA,NA,31,30,21,67,NA,33,35,36,56,21,22,21,27,26,19,33,10,37,41,30,25,17,21,18,23,27,34,18,31,16
chr19.52839824.R,NA,13,31,NA,NA,31,30,20,67,NA,33,35,36,56,21,21,21,27,26,19,33,10,37,40,30,25,18,21,18,23,27,34,18,31,16
chr19.52839826.R,NA,13,31,NA,NA,31,30,21,66,NA,33,35,36,56,21,22,21,27,26,19,33,10,37,41,30,25,18,21,18,23,27,34,18,31,16
chr19.52839845.R,NA,13,31,NA,NA,31,30,21,66,NA,33,35,37,56,21,22,21,27,26,19,33,10,37,41,30,25,18,21,18,23,27,34,18,31,16
chr19.52839860.R,NA,13,31,NA,NA,31,30,21,67,NA,33,35,37,56,21,22,21,27,26,19,33,10,37,41,30,25,18,21,18,23,27,34,18,31,16
chr19.52839864.R,NA,13,31,NA,NA,31,30,21,67,NA,33,35,37,56,21,22,21,27,26,19,33,10,37,41,30,25,18,21,18,23,27,34,18,31,16
chr19.53661604.R,11,12,28,NA,13,11,18,NA,18,NA,13,26,27,12,17,10,18,24,18,13,22,NA,14,18,21,11,19,15,NA,18,10,15,20,15,11
chr19.53661632.R,11,12,28,NA,13,11,18,NA,19,NA,13,26,27,12,17,10,18,24,19,13,22,NA,11,18,22,12,19,15,NA,19,10,15,21,15,11
chr19.53661635.R,11,12,28,NA,13,11,18,NA,19,NA,13,26,27,12,17,10,18,24,19,13,22,NA,12,18,22,12,19,15,NA,19,10,15,21,15,11
chr19.53661641.R,11,12,28,NA,13,11,18,NA,19,NA,13,26,27,12,17,10,18,24,19,13,22,NA,12,18,22,12,19,15,NA,19,10,15,21,15,11
chr19.53661663.R,11,12,28,NA,13,11,18,NA,20,NA,13,26,27,12,17,10,18,24,19,13,23,NA,12,18,22,12,19,15,NA,19,10,15,22,15,11
chr19.53661676.R,11,12,28,NA,13,11,18,NA,20,NA,13,26,27,12,17,10,18,24,19,13,23,NA,12,18,22,12,19,15,NA,19,10,15,22,15,11
chr19.53661678.R,11,12,28,NA,13,11,18,NA,20,NA,13,26,27,12,17,10,18,24,19,13,23,NA,12,18,22,12,19,15,NA,19,10,15,22,15,11
chr19.53661682.R,11,12,28,NA,13,11,18,NA,20,NA,13,26,27,12,17,10,18,24,19,13,23,NA,12,18,22,12,19,15,NA,19,10,15,22,15,11
chr19.53661700.R,11,13,31,10,14,13,19,NA,26,10,16,27,33,15,20,10,18,25,23,14,27,NA,21,19,27,14,24,15,NA,21,13,15,23,16,12
chr19.53661755.F,29,20,36,20,17,23,24,17,67,NA,18,33,50,68,20,41,NA,26,33,11,57,NA,51,27,41,28,43,25,NA,30,10,32,24,31,11
chr19.53661800.F,29,20,36,20,17,23,24,16,64,NA,18,33,50,64,20,41,NA,26,33,11,56,NA,51,27,40,28,43,25,NA,30,10,32,24,31,11
chr19.53661801.R,16,19,33,19,15,14,22,10,31,NA,20,22,21,32,NA,29,20,29,18,23,32,10,17,38,21,14,22,20,NA,28,21,29,26,23,13
chr19.53661806.F,29,20,36,20,17,23,24,17,64,NA,18,33,50,64,20,41,NA,26,33,11,56,NA,51,27,40,28,43,25,NA,30,10,32,24,31,11
chr19.53661807.R,16,19,33,19,15,14,22,10,31,NA,20,22,21,32,NA,29,20,29,18,23,32,10,17,38,21,15,22,20,NA,28,21,29,26,23,13
chr19.53661817.F,28,20,36,20,17,23,24,17,64,NA,18,33,50,64,20,41,NA,26,33,11,56,NA,51,27,40,28,43,25,NA,30,10,32,24,31,11
chr19.53661818.R,16,19,33,19,15,14,22,10,32,NA,20,23,21,32,NA,29,20,29,18,23,32,10,17,38,22,15,22,20,NA,28,22,29,26,23,13
chr19.53661819.F,29,20,36,20,17,23,20,17,64,NA,18,33,50,64,20,41,NA,26,33,11,56,NA,51,27,40,28,43,25,NA,30,10,32,24,31,11
chr19.53661820.R,16,19,33,19,15,14,22,10,33,NA,20,24,21,32,NA,29,20,29,18,23,33,10,17,38,22,15,22,20,NA,28,22,29,26,23,13
chr19.53661841.R,16,19,33,19,15,14,22,10,33,NA,20,24,21,32,NA,29,20,29,18,23,33,10,17,38,23,15,21,20,NA,28,22,29,26,23,13
chr19.53661843.R,16,19,33,19,15,14,22,10,33,NA,20,24,21,32,NA,29,20,29,18,23,33,10,17,38,23,15,22,20,NA,28,22,29,26,23,13
chr19.53661848.R,16,19,33,19,15,12,22,10,33,NA,20,24,21,32,NA,29,20,29,18,23,33,10,17,38,23,15,22,20,NA,28,22,29,26,23,13
chr19.53661873.R,16,19,33,19,15,14,22,10,33,NA,20,24,21,32,NA,29,20,29,18,23,33,10,17,38,23,15,22,20,NA,28,22,29,26,23,13
chr19.53661917.R,21,30,48,29,38,32,40,32,69,15,38,48,48,48,32,34,25,33,51,34,89,22,80,49,92,44,55,34,28,47,20,52,30,33,29
chr19.53661922.R,21,30,48,29,38,32,40,32,69,15,38,48,48,48,32,34,25,33,51,34,89,22,80,49,91,44,55,34,28,47,20,52,30,33,29
chr19.53661926.R,21,30,48,29,38,32,40,32,69,15,38,48,48,48,32,34,25,33,51,34,89,22,80,49,92,44,55,34,28,47,20,52,30,33,29
chr19.53661949.R,21,30,48,29,38,32,40,32,69,15,38,48,48,48,32,34,25,33,51,34,89,22,80,49,92,44,55,34,28,47,20,52,30,33,29
chr19.53661969.R,21,30,48,29,38,32,40,32,69,15,38,48,48,48,32,34,25,33,51,34,89,22,80,49,92,44,55,34,28,47,20,52,30,33,29
chr19.53661980.R,21,30,48,29,38,32,40,32,69,15,38,48,48,48,32,34,25,33,51,34,89,22,80,49,92,44,55,34,28,47,20,52,30,33,29
chr19.53662006.F,16,19,28,15,23,22,33,24,38,14,50,33,28,28,33,NA,18,21,54,18,32,14,50,36,35,20,36,45,25,31,24,38,39,28,21
chr19.53662007.R,21,30,48,29,38,32,40,32,69,15,38,48,48,48,32,34,25,33,51,34,89,22,80,49,92,44,55,34,28,47,20,52,30,33,29
chr19.53662010.F,16,19,28,15,23,22,33,24,38,14,50,33,28,28,33,NA,18,21,55,18,32,14,50,36,35,20,36,45,25,31,24,38,39,28,21
chr19.53662042.F,16,19,28,15,23,22,33,24,38,14,50,33,28,28,33,NA,18,21,55,18,32,14,50,36,35,20,36,45,25,31,24,38,39,28,21
chr19.53662064.F,16,19,28,15,23,22,33,24,38,14,50,33,27,27,33,NA,18,21,55,18,32,14,50,36,35,20,36,45,25,31,24,38,39,28,21
chr19.53662081.F,16,19,28,15,23,21,33,24,37,14,49,33,28,28,32,NA,18,21,54,18,32,14,50,35,34,20,36,45,25,31,24,38,39,28,21
chr19.53662090.F,16,19,28,15,23,22,33,24,38,14,50,33,28,28,33,NA,18,21,55,18,32,14,49,36,35,19,36,45,25,31,24,38,39,28,21
chr19.53662098.F,16,19,28,15,23,22,33,24,38,14,50,33,28,28,33,NA,18,21,55,18,32,13,49,35,35,20,36,45,25,31,24,38,39,26,21
chr19.53662104.F,16,19,28,15,23,22,33,24,38,14,49,33,28,28,33,NA,17,21,54,18,31,13,49,35,35,18,34,44,25,30,23,37,39,26,21
chr19.53662191.R,24,16,19,19,16,21,22,23,49,NA,27,16,40,22,24,21,23,21,40,25,41,13,40,36,23,18,24,24,NA,19,22,38,27,28,31
chr19.53662196.F,25,49,75,29,68,58,48,30,82,14,23,44,100,64,30,42,21,43,42,23,82,NA,47,81,58,27,65,56,57,70,29,52,38,40,40
