,EC adenocarcinoma,EC adenocarcinoma.1,EC adenocarcinoma.2,EC adenocarcinoma.3,EC adenocarcinoma.4,EC adenocarcinoma.5,EC adenocarcinoma.6,EC adenocarcinoma.7,EC adenocarcinoma.8,EC adenocarcinoma.9,EC adenocarcinoma.10,EC adenocarcinoma.11,EC adenocarcinoma.12,EC adenocarcinoma.13,EC adenocarcinoma.14,EC adenocarcinoma.15,EC adenocarcinoma.16,normal buffy coat,normal buffy coat.1,normal buffy coat.2,normal buffy coat.3,normal buffy coat.4,normal buffy coat.5,normal buffy coat.6,normal buffy coat.7,normal buffy coat.8,normal eso,normal eso.1,normal eso.2,normal eso.3,normal eso.4,normal eso.5,normal eso.6,normal eso.7,normal eso.8
chr19.53662265.F,16,33,16,11,9,0,1,0,0,0,0,0,0,0,0,0,12,3,27,17,0,NA,0,2,0,0,5,0,7,0,18,0,24,0,21
chr19.53662266.R,7,34,23,11,13,0,0,0,0,0,0,0,1,1,0,0,18,0,30,14,2,8,2,1,0,0,3,0,4,0,5,0,19,1,23
chr19.53662268.F,17,35,23,12,9,2,1,0,0,0,0,1,0,0,0,0,12,4,27,20,2,NA,0,5,1,1,6,0,7,0,18,0,21,1,20
chr19.53662269.R,9,35,26,13,14,0,0,0,0,0,0,1,0,1,0,0,18,3,30,13,0,9,0,2,0,0,2,0,4,0,5,0,17,1,23
chr19.53662271.F,15,33,23,12,8,0,0,0,0,0,0,0,0,0,0,0,12,0,27,19,1,NA,0,2,0,0,5,0,7,0,19,0,18,0,18
chr19.53662272.R,9,35,25,13,12,0,0,0,0,0,0,0,0,0,0,0,18,0,26,14,0,7,0,1,0,0,0,0,4,0,5,0,11,0,23
chr19.53662278.F,17,34,24,12,8,2,0,0,0,0,0,0,0,0,0,0,12,5,16,20,0,NA,0,2,0,0,7,0,8,0,19,0,21,0,21
chr19.53662279.R,10,35,24,12,11,1,0,0,0,0,0,0,1,1,0,0,18,3,16,14,0,9,0,1,0,0,0,0,5,0,4,0,14,1,19
chr19.53662289.F,15,32,24,10,8,0,0,0,0,0,0,0,0,0,0,1,12,6,27,20,1,NA,0,5,0,0,4,0,7,0,19,0,27,0,20
chr19.53662290.R,10,34,24,13,11,0,0,1,2,0,0,0,1,1,0,0,18,3,30,13,0,7,0,1,0,0,2,0,4,0,5,0,25,1,24
chr19.53662294.F,16,33,24,9,8,1,1,0,0,0,0,0,0,0,0,1,11,4,25,20,0,NA,0,5,0,0,9,1,7,0,19,0,26,0,19
chr19.53662295.R,10,35,24,13,13,1,0,1,3,0,0,0,0,0,0,0,17,3,30,14,0,9,0,1,0,0,5,0,4,0,5,0,27,1,26
chr19.53662301.R,10,35,25,13,11,0,0,0,2,0,0,0,1,0,1,0,18,3,30,14,1,9,1,0,0,1,5,0,4,0,5,0,26,1,25
chr19.53662338.F,8,14,11,8,1,0,0,NA,0,NA,0,1,0,1,0,1,2,3,5,15,0,8,0,0,0,0,5,0,0,0,5,0,5,0,7
chr19.53662353.F,1,9,4,4,1,0,0,NA,0,NA,1,0,0,0,0,0,2,0,0,14,2,3,0,0,0,0,0,0,0,0,5,0,2,0,7
chr19.53662370.F,2,11,5,8,0,0,0,NA,0,NA,0,1,0,0,0,0,1,1,1,15,0,7,0,0,0,0,3,0,0,0,5,0,2,0,4
chr19.53662371.R,5,21,10,12,0,1,0,0,0,NA,0,0,0,0,0,0,17,4,12,21,0,10,0,0,3,0,1,0,3,0,5,1,10,0,5
chr19.53662379.F,3,12,8,6,5,4,0,NA,0,NA,0,0,0,0,0,1,1,3,5,14,0,8,0,0,0,0,5,0,0,0,3,0,8,0,6
chr19.53662380.R,0,25,14,10,4,2,1,1,0,NA,0,1,0,0,0,0,15,3,27,22,0,11,0,0,3,0,8,0,9,0,7,0,29,0,6
chr19.53662383.F,1,8,3,6,0,0,0,NA,0,NA,0,0,0,0,0,1,1,0,6,14,0,6,0,0,0,0,3,0,0,0,2,0,2,0,6
chr19.53662384.R,3,23,9,9,1,2,0,0,0,NA,0,3,0,0,0,0,15,1,24,21,1,11,0,0,3,0,2,0,7,0,6,0,19,0,4
chr19.53662388.F,1,6,1,4,0,0,0,NA,0,NA,0,0,0,0,0,0,1,0,5,12,0,5,2,0,0,0,0,0,0,1,2,0,0,0,4
chr19.53662389.R,0,15,3,5,1,2,0,0,0,NA,0,0,0,0,0,0,15,3,20,20,0,4,0,0,2,0,0,0,5,0,3,0,4,0,4
chr19.53662396.F,2,7,1,5,4,0,0,NA,0,NA,1,0,0,0,0,0,1,0,3,10,0,4,0,0,1,0,5,0,0,0,0,0,0,0,NA
chr19.53662397.R,1,22,8,11,4,1,0,0,0,NA,0,1,0,0,0,0,15,3,19,19,0,9,0,0,0,0,11,0,8,0,3,0,10,0,6
chr19.53662407.F,3,4,0,1,0,0,0,NA,0,NA,0,0,1,0,0,0,1,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0
chr19.53662408.R,2,15,3,1,1,0,0,0,0,NA,0,0,0,1,0,1,14,0,8,10,1,3,0,0,0,0,5,0,2,0,1,0,1,0,4
chr19.53662416.F,3,10,2,7,3,0,0,NA,0,NA,0,0,0,5,0,0,1,1,2,11,0,NA,0,0,1,0,5,0,0,0,3,1,10,0,4
chr19.53662417.R,1,23,7,11,2,1,0,0,0,NA,1,0,0,0,1,1,17,4,20,22,0,8,0,2,0,0,3,0,8,0,7,0,19,0,4
chr19.53662440.R,19,24,26,12,2,3,1,0,2,NA,0,2,0,0,1,1,15,0,26,20,1,11,0,0,3,0,11,0,9,0,7,1,38,0,6
chr19.53662457.R,13,23,22,11,0,3,0,0,0,NA,0,0,0,0,0,1,15,1,28,24,0,10,0,2,3,0,1,1,9,0,7,0,28,0,5
chr19.53662490.F,18,44,32,14,8,2,0,0,3,0,1,4,0,4,0,3,24,9,49,33,0,14,1,4,0,1,4,1,12,0,16,0,81,0,25
chr19.53662499.F,21,45,32,13,7,2,0,0,0,0,0,2,1,4,2,3,20,11,49,33,0,13,4,4,0,3,12,0,12,0,15,0,79,0,25
chr19.53662541.F,14,43,30,14,4,0,1,0,0,0,0,2,1,0,1,0,20,11,49,30,0,12,6,0,0,3,15,1,12,0,15,1,44,1,25
chr19.53662542.R,20,28,39,15,4,2,0,0,2,0,4,1,0,0,0,0,20,21,48,48,0,17,3,1,1,3,9,3,4,0,21,0,39,1,20
chr19.53662595.R,10,17,4,8,7,4,0,1,0,0,7,6,0,3,0,3,19,1,39,40,2,8,6,4,5,2,2,4,3,0,15,1,27,1,6
chr19.53662618.R,21,27,19,15,11,5,1,0,0,0,3,8,2,10,7,5,19,1,3,49,3,17,8,2,2,7,4,5,5,1,20,4,51,3,18
chr19.53696497.F,2,33,8,18,0,0,0,0,0,0,0,0,0,0,1,0,22,1,17,33,0,11,0,0,0,0,44,0,16,0,20,0,27,0,35
chr19.53696504.F,3,30,9,14,2,0,0,0,0,0,1,1,0,0,0,0,21,0,39,33,0,13,0,3,0,0,46,0,17,0,15,0,22,0,37
chr19.53696505.R,4,21,4,8,4,0,0,0,0,0,0,0,0,0,0,2,24,0,24,44,0,11,0,3,0,0,13,0,8,0,1,0,23,0,24
chr19.53696510.F,11,36,26,22,3,0,0,0,0,0,0,1,0,0,1,0,22,1,81,30,0,14,0,3,0,0,49,3,17,0,19,0,52,0,36
chr19.53696511.R,5,35,11,11,4,1,1,0,0,0,0,3,0,0,0,2,25,5,60,46,0,12,0,3,0,0,18,0,10,0,2,1,41,0,30
chr19.53696528.F,12,35,28,22,8,0,0,0,0,0,1,2,3,0,1,0,22,2,73,33,0,14,0,3,0,0,55,0,17,0,20,0,55,0,32
chr19.53696529.R,9,36,19,11,6,2,0,0,0,0,0,0,0,0,0,2,27,5,60,47,0,12,0,4,0,0,21,0,10,1,1,1,44,0,31
chr19.53696533.F,5,35,11,17,2,0,0,1,0,0,0,1,0,0,1,0,22,2,38,31,0,15,0,2,2,0,37,0,16,0,11,0,49,0,32
chr19.53696534.R,2,36,5,9,4,1,0,0,0,0,0,1,0,0,0,1,27,5,34,45,1,11,0,0,0,0,18,0,9,0,1,1,39,0,30
chr19.53696564.F,17,29,22,22,5,0,0,0,0,0,1,0,0,0,0,0,23,0,85,33,4,13,0,0,0,0,45,0,17,0,12,0,45,0,37
chr19.53696565.R,13,29,14,9,5,0,0,0,0,0,0,1,0,0,0,0,29,0,60,45,0,12,0,0,0,0,20,0,7,0,1,0,43,0,29
chr19.53696566.F,18,35,45,21,5,0,0,1,0,0,1,0,0,0,1,0,22,2,85,32,0,15,1,2,0,0,56,2,17,1,23,1,57,0,35
chr19.53696567.R,12,36,26,11,6,0,0,0,0,0,0,1,1,0,0,3,29,5,59,48,3,12,0,0,0,0,26,0,10,0,3,2,46,0,31
chr19.53696569.F,18,36,45,22,6,1,1,0,0,0,1,0,2,0,0,0,22,2,84,33,0,15,1,2,0,0,51,2,17,0,23,0,59,0,40
chr19.53696570.R,13,36,27,11,8,0,0,0,0,0,0,3,1,0,0,3,29,5,57,49,0,12,0,0,0,0,25,0,10,0,3,1,45,1,29
chr19.53696604.R,4,30,9,10,6,1,0,0,0,0,0,0,0,0,0,0,29,2,35,44,1,12,0,1,0,0,21,0,10,0,2,1,28,0,22
chr19.53696624.R,4,15,12,9,NA,0,0,0,0,0,0,1,0,0,0,0,12,2,27,8,0,6,3,0,0,0,16,0,2,0,8,0,33,0,8
chr19.53696626.R,5,14,14,9,NA,0,0,0,0,0,0,3,0,0,0,0,15,2,29,8,0,6,3,1,0,0,20,0,2,0,7,0,33,0,8
chr19.53696643.R,4,15,12,8,NA,0,0,0,0,0,0,0,0,0,0,0,14,4,32,9,0,6,3,1,0,0,18,0,2,0,9,0,35,0,10
chr19.53696650.R,8,14,12,8,NA,0,0,0,0,0,0,0,0,0,0,0,14,4,33,10,0,6,0,0,0,0,20,1,2,0,9,0,33,0,11
chr19.53696668.R,3,5,4,4,NA,0,0,0,0,0,0,0,0,0,0,0,14,3,22,8,0,2,0,0,0,0,17,0,0,0,5,0,24,0,7
chr19.53696698.R,0,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3
chr19.53696704.R,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
chr19.53700359.F,15,20,1,13,2,0,0,0,0,0,0,0,0,3,0,0,23,0,0,45,0,10,2,4,0,0,39,0,8,0,0,1,27,0,21
chr19.53700360.R,2,1,0,0,4,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,2
chr19.53700365.F,15,21,2,11,3,0,0,0,2,0,0,0,6,3,0,0,24,1,0,44,0,9,2,4,0,1,50,1,8,0,1,0,30,0,24
chr19.53700366.R,7,12,9,11,4,0,0,0,0,0,0,1,0,0,0,0,18,0,0,34,0,12,0,8,0,0,30,0,2,0,1,0,32,0,11
chr19.53700370.F,15,21,1,13,3,0,0,0,0,0,0,0,0,3,0,0,23,1,0,45,0,9,0,0,0,0,44,0,8,0,8,0,30,0,25
chr19.53700371.R,6,12,10,13,4,0,0,0,0,0,0,1,0,0,0,0,20,0,0,30,0,12,0,1,0,0,30,2,1,0,2,0,29,0,11
chr19.53700372.F,15,21,1,13,3,0,0,0,0,0,0,0,0,0,0,1,25,0,0,45,1,9,2,0,2,0,43,1,6,0,7,0,27,0,25
chr19.53700373.R,7,12,9,13,4,0,0,0,0,0,0,1,0,0,0,2,20,0,0,33,0,11,0,1,0,0,29,2,2,0,2,0,32,0,11
chr19.53700388.F,13,21,1,13,3,0,0,0,0,0,0,0,0,3,0,0,24,1,1,42,0,9,3,0,0,0,55,0,8,0,10,0,30,1,25
chr19.53700389.R,7,11,10,12,4,0,1,0,0,5,0,1,0,1,0,1,21,0,0,35,0,12,3,3,0,0,38,3,2,0,3,0,32,0,13
chr19.53700391.F,14,20,1,13,3,0,0,0,0,0,0,0,4,3,0,1,23,1,0,43,0,8,2,6,1,0,67,1,8,0,10,0,30,0,26
chr19.53700392.R,7,12,11,13,4,0,0,0,0,5,0,1,0,0,0,0,21,0,0,33,0,12,0,3,1,0,41,2,1,0,3,0,31,0,13
chr19.53700394.F,16,21,1,13,3,0,0,0,0,0,0,0,5,3,0,0,24,1,0,45,0,9,3,4,1,0,60,1,8,0,9,0,27,0,26
chr19.53700395.R,7,12,10,13,4,1,0,0,0,0,0,1,0,0,0,0,20,0,0,35,0,11,0,3,0,0,37,2,2,0,3,0,32,0,12
chr19.53700407.F,16,20,1,13,3,0,1,0,0,0,0,0,10,3,0,1,24,1,0,45,4,9,5,0,4,2,69,1,8,0,10,0,28,1,26
chr19.53700408.R,7,7,10,13,4,0,0,0,0,0,0,4,0,1,0,2,21,0,0,33,5,12,0,7,0,0,46,4,3,0,3,0,32,0,13
chr19.53700429.F,16,21,1,13,3,0,0,0,2,0,0,0,7,4,0,2,25,1,0,43,2,9,1,4,1,0,58,1,8,0,10,2,20,1,28
chr19.53700430.R,7,12,10,13,4,1,0,0,0,4,0,4,5,0,0,2,21,0,0,30,1,12,9,1,0,0,35,0,2,0,3,0,23,0,15
chr19.53700434.F,13,20,1,13,3,0,1,1,3,0,6,1,6,3,0,1,23,2,0,44,3,9,6,5,2,1,62,0,8,1,8,2,31,1,26
chr19.53700435.R,7,12,11,13,4,2,0,1,4,0,0,5,3,0,0,1,20,1,0,32,1,14,9,5,1,0,43,0,2,0,3,0,32,0,14
chr19.53700458.F,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,2
chr19.53700459.R,0,12,0,7,4,0,0,0,0,0,0,0,0,0,0,0,20,0,0,31,0,5,1,0,0,0,25,0,0,0,0,0,4,0,7
chr19.53970869.F,3,10,2,9,0,0,0,0,0,0,0,0,0,1,0,0,8,0,6,22,0,2,0,0,0,0,12,0,0,0,4,0,14,0,8
chr19.53970875.F,7,8,2,7,0,0,0,0,0,0,0,0,0,0,0,0,5,1,3,24,0,2,4,4,0,0,16,0,0,0,5,0,23,0,8
chr19.53970884.F,6,11,9,11,0,0,0,0,0,0,1,0,0,0,0,0,7,1,24,27,0,3,0,5,0,0,22,0,0,0,8,0,16,0,8
chr19.53970909.F,2,8,6,11,0,1,0,0,0,0,0,0,0,0,0,0,7,0,34,24,0,3,0,4,0,0,22,0,0,0,9,0,3,0,8
chr19.53970916.F,0,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,16,0,0,0,0,0,0,10,0,0,0,3,0,5,0,7
chr19.53970921.F,0,6,0,3,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,26,0,0,0,0,0,0,5,0,0,0,5,0,0,0,4
chr19.53970932.F,1,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,23,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0
chr19.53970933.R,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
chr19.53970942.F,0,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,27,0,0,0,0,0,0,4,0,0,0,5,0,0,0,3
chr19.53970943.R,NA,NA,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2
chr19.53970960.F,1,8,4,11,0,0,0,0,0,0,0,0,2,0,0,0,6,0,15,25,0,3,2,4,0,0,9,0,0,0,7,0,6,0,8
chr19.53970961.R,NA,NA,2,NA,0,0,0,0,0,NA,0,0,0,0,0,0,6,0,12,10,0,5,0,1,0,0,2,0,0,0,1,0,3,0,3
chr19.53970985.R,NA,NA,7,NA,0,0,1,0,0,NA,0,0,0,0,0,0,6,0,17,12,0,5,0,0,0,0,7,0,1,0,1,0,22,0,3
chr19.53970987.R,NA,NA,7,NA,0,0,0,0,0,NA,0,0,0,0,0,0,6,0,16,12,0,4,0,0,0,0,7,0,2,0,1,0,22,0,3
chr19.53970995.R,NA,NA,6,NA,0,0,0,0,0,NA,0,0,0,1,0,0,6,0,17,12,2,5,0,0,0,0,7,0,1,0,1,0,19,0,3
chr19.53970997.R,NA,NA,7,NA,0,0,0,0,0,NA,0,0,0,0,0,0,6,0,17,12,0,5,0,0,0,0,7,0,1,0,1,0,20,0,3
chr19.53971004.F,11,16,6,5,0,1,0,0,1,NA,0,0,0,0,0,0,14,0,41,20,0,6,0,0,0,0,34,0,5,0,4,0,28,0,14
chr19.53971005.R,NA,NA,5,NA,0,0,0,0,0,NA,0,0,0,0,0,0,6,0,17,11,0,5,1,0,0,0,6,0,1,1,1,0,19,1,3
chr19.53971010.F,12,18,8,5,0,2,0,0,0,NA,0,0,0,0,0,0,14,0,41,19,0,7,0,0,0,0,47,0,5,0,4,0,37,0,16
chr19.53971015.F,12,17,7,5,0,2,0,0,0,NA,0,1,0,0,0,0,13,0,41,18,0,7,0,0,0,0,47,1,3,0,3,0,37,0,16
chr19.53971017.F,11,18,6,3,0,1,0,0,0,NA,0,1,0,0,0,0,14,0,38,19,0,7,0,0,0,0,44,0,3,0,4,0,37,0,16
chr19.53971027.F,12,17,8,5,0,1,0,0,1,NA,0,2,0,0,0,0,14,0,38,19,0,7,0,0,0,0,45,0,5,0,4,0,34,0,16
chr19.53971035.F,6,15,8,5,0,1,0,0,1,NA,0,1,0,0,0,0,14,0,37,19,0,7,0,0,0,0,42,0,5,0,4,0,35,0,17
chr19.53971041.F,12,17,8,5,0,1,0,0,1,NA,0,0,0,0,0,0,14,0,41,19,0,7,0,0,0,0,41,0,5,0,4,0,36,0,15
chr19.53971043.F,11,17,8,5,0,1,0,0,0,NA,0,0,1,0,0,0,14,0,41,19,0,7,0,0,0,0,41,0,5,0,4,0,36,0,11
chr19.53971093.F,12,15,8,5,0,0,0,0,0,NA,0,0,0,0,0,0,14,0,41,18,0,7,0,2,0,0,37,0,5,0,4,0,33,0,14
chr19.53971094.R,4,10,21,5,1,1,0,0,0,0,0,0,0,1,0,0,13,1,35,19,0,9,0,0,1,0,27,0,3,0,7,0,25,0,10
chr19.53971111.R,5,11,12,4,0,0,0,0,0,0,0,0,0,0,0,0,17,0,36,21,0,8,0,0,0,0,25,0,4,0,10,0,8,0,14
chr19.53971144.R,4,12,16,6,0,0,0,0,3,0,0,0,0,0,2,0,17,0,37,21,0,10,0,3,0,0,23,0,5,0,11,0,27,0,14
chr19.53971173.R,2,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,13,0,13,20,0,11,0,0,0,0,23,0,3,0,9,0,26,0,13
chr19.53971179.R,2,9,11,6,0,0,0,0,0,0,0,0,0,0,0,0,17,0,15,21,0,11,0,0,0,0,25,0,4,0,10,0,32,0,14
chr19.53971189.R,2,7,8,6,0,1,0,0,2,0,0,0,0,0,0,0,15,0,26,19,0,11,0,0,1,0,27,1,4,0,11,0,27,0,14
chr19.53971239.F,8,14,13,7,0,0,0,0,0,0,0,0,0,0,0,0,20,0,8,9,0,5,0,0,0,0,23,2,5,0,3,1,19,0,11
chr19.53971278.F,8,24,6,9,0,0,0,0,0,0,0,1,0,0,0,2,20,0,18,16,0,8,0,0,4,0,25,2,5,0,7,0,16,0,11
chr19.53971279.R,11,20,6,6,0,0,0,0,0,0,0,0,1,0,1,0,6,1,15,17,0,9,0,2,0,0,10,0,4,0,5,0,2,0,6
chr19.53971280.F,9,24,0,9,0,0,0,0,0,0,0,0,0,0,0,0,20,0,18,16,1,10,0,3,0,0,25,2,5,0,5,0,15,0,11
chr19.53971281.R,11,20,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,17,0,9,2,2,0,0,10,0,4,0,5,0,1,0,6
chr19.53971323.F,7,24,5,9,0,1,0,0,0,0,0,3,0,0,0,0,19,0,23,17,0,10,0,0,0,0,24,0,7,0,11,0,28,0,10
chr19.53971324.R,9,21,10,7,0,1,0,0,1,0,0,2,0,0,0,0,6,0,17,20,0,10,0,2,0,0,12,0,4,0,8,1,10,0,11
chr19.53971325.F,8,24,6,8,0,0,0,0,0,0,0,3,0,0,0,0,20,0,20,17,0,9,0,0,0,0,22,1,7,0,12,0,32,0,11
chr19.53971326.R,11,19,11,7,0,1,0,0,1,0,0,0,0,0,0,1,4,0,21,21,1,10,0,2,1,0,12,0,4,0,8,0,11,0,13
chr19.53971361.R,6,18,10,6,0,0,0,0,0,0,0,0,0,0,1,1,7,1,26,22,2,9,0,4,0,0,17,0,4,0,7,0,27,1,13
chr19.53971370.R,10,21,19,7,0,1,0,0,3,0,0,2,0,0,1,1,7,4,43,20,0,11,2,5,0,0,19,0,4,0,8,3,30,0,13
chr19.53971374.R,9,21,18,7,0,2,0,0,0,0,0,2,0,0,0,0,7,0,41,21,4,11,0,6,0,0,21,0,4,1,8,2,33,1,13
chr19.54024023.F,4,26,2,20,6,1,0,0,0,0,0,0,2,0,1,0,15,6,9,23,0,7,2,0,0,0,2,1,9,0,12,0,2,0,16
chr19.54024064.F,2,36,10,18,15,1,0,0,0,2,0,3,0,0,0,0,14,0,22,22,1,6,0,0,0,0,20,0,9,0,6,1,4,0,17
chr19.54024065.R,0,24,16,6,24,0,0,0,0,0,0,1,0,0,0,1,14,1,15,27,0,3,0,6,0,1,23,2,3,0,1,0,7,0,11
chr19.54024076.F,0,39,11,30,17,0,0,0,0,0,0,2,0,0,0,0,11,0,16,23,1,10,3,0,0,0,24,0,8,0,2,1,2,0,20
chr19.54024077.R,0,29,20,12,25,0,0,0,3,0,0,1,0,0,0,1,13,0,13,25,0,4,0,9,0,1,23,0,3,0,0,0,5,0,11
chr19.54024078.F,0,40,14,32,13,0,0,0,0,0,0,4,0,1,0,2,11,0,15,11,3,10,0,0,0,0,25,0,9,0,0,1,0,0,20
chr19.54024079.R,0,31,22,12,22,0,0,0,2,0,0,1,0,0,0,3,14,0,12,13,0,4,0,6,0,1,23,0,3,0,0,0,0,0,12
chr19.54024110.F,13,40,12,30,25,0,0,0,0,0,0,3,5,0,2,2,11,5,42,23,4,8,4,1,0,0,22,0,9,0,11,1,4,0,17
chr19.54024111.R,8,29,17,12,40,0,0,0,6,0,0,2,0,0,0,3,14,2,24,26,2,4,0,3,2,1,24,0,3,1,6,0,6,0,12
chr19.54024132.F,11,17,10,9,7,0,0,0,0,0,0,1,0,0,0,0,10,0,30,18,0,7,0,0,0,0,11,0,0,0,16,0,5,1,12
chr19.54024133.R,6,31,5,10,32,0,0,0,6,0,0,1,0,0,0,1,13,0,25,28,0,4,0,0,0,0,22,0,1,0,6,1,7,0,12
chr19.54024170.F,13,16,8,6,7,0,0,0,0,0,0,1,0,0,0,0,9,2,20,18,0,4,0,0,0,0,11,0,5,0,15,0,9,0,12
chr19.54024182.F,9,17,15,9,7,0,0,0,0,0,0,0,1,0,0,0,12,4,28,18,1,7,0,0,0,0,11,0,5,0,15,0,9,0,11
chr19.54024185.F,9,17,10,9,7,0,0,0,0,3,0,0,0,0,0,0,12,4,28,17,0,5,0,4,0,0,11,0,5,0,15,0,7,1,11
chr19.54024215.F,5,14,6,9,3,0,0,0,0,0,0,0,1,0,0,0,9,0,28,16,0,6,1,0,0,0,9,0,3,0,9,0,7,0,10
chr19.54024216.R,7,15,6,8,2,0,0,0,0,NA,0,0,0,0,0,0,8,3,17,16,0,11,0,1,0,0,7,0,4,0,4,0,3,0,3
chr19.54024219.F,4,15,9,8,1,0,0,0,0,0,0,0,0,0,0,0,10,0,25,16,0,4,1,0,0,1,8,0,3,0,12,0,6,0,10
chr19.54024220.R,2,13,8,7,1,0,1,0,0,NA,0,0,0,0,0,0,7,1,12,12,0,7,0,2,0,0,6,0,3,0,3,0,3,0,3
chr19.54024234.R,5,15,10,8,2,0,0,0,0,NA,0,0,0,0,0,0,8,0,18,15,0,6,0,1,0,0,6,0,4,0,4,0,3,0,3
chr19.54024237.R,9,15,8,8,1,1,0,0,0,NA,0,0,0,0,0,0,8,3,16,16,0,10,0,1,0,0,6,0,4,0,4,0,3,0,3
chr19.54024254.R,6,14,10,7,2,0,0,0,0,NA,0,0,1,0,0,0,8,2,16,17,0,11,0,2,0,0,7,0,1,0,4,0,3,0,3
chr19.54024300.R,5,15,4,8,6,0,0,0,0,NA,0,0,0,0,0,0,8,0,17,17,0,10,0,1,0,0,8,0,3,0,4,0,3,0,3
chr19.54024305.R,6,14,1,8,4,0,0,0,0,NA,0,0,0,0,0,0,8,1,14,16,0,11,0,1,0,0,8,1,3,0,1,0,3,0,3
chr19.54024339.R,4,NA,1,4,8,0,1,0,0,0,0,0,0,0,0,0,1,5,13,NA,0,NA,0,0,0,0,7,0,3,0,1,0,3,0,6
chr19.54024382.R,2,NA,5,2,6,0,0,0,0,3,0,1,0,0,0,0,2,4,12,NA,1,NA,0,0,0,0,10,0,3,0,1,0,5,0,8
chr19.54024431.R,0,NA,2,0,0,1,0,0,0,0,0,0,0,0,0,1,2,1,1,NA,0,NA,0,0,0,0,7,0,0,0,0,0,1,0,5
chr19.54024436.R,0,NA,2,3,3,0,0,0,1,0,0,0,0,0,1,0,2,0,8,NA,0,NA,0,0,0,0,7,0,2,0,0,0,1,0,3
chr19.56879698.F,10,9,2,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,0,1,0,0,0,2,22,0,1,0,2,0,16,1,5
chr19.56879702.F,9,9,2,4,0,1,0,0,1,0,1,0,0,0,1,1,0,0,2,NA,1,0,0,0,0,0,23,1,1,0,3,1,18,1,7
chr19.56879708.F,14,10,2,6,0,1,0,0,3,0,0,1,1,0,0,1,0,0,2,NA,1,4,0,0,0,3,23,0,1,0,3,2,18,1,7
chr19.56879710.F,12,10,2,6,0,0,0,0,0,0,0,3,0,0,0,1,0,0,2,NA,0,1,0,0,0,2,18,0,1,0,2,0,18,0,7
chr19.56879715.F,14,9,4,6,0,1,0,2,5,0,0,4,0,1,0,0,0,0,2,NA,3,0,0,1,0,3,23,1,1,2,3,1,18,0,6
chr19.56879719.F,11,7,2,6,0,0,0,0,1,0,0,1,0,2,0,0,1,0,2,NA,2,0,0,1,0,1,23,0,1,0,2,0,16,0,5
chr19.56879732.F,10,7,2,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,NA,0,0,0,0,0,0,24,0,1,0,2,0,18,0,6
chr19.56879735.F,6,9,1,5,0,0,0,0,2,0,0,0,0,0,0,1,1,0,1,NA,2,0,0,1,0,0,13,0,1,0,2,0,14,0,6
chr19.56879763.F,9,9,1,6,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,NA,0,0,0,0,0,0,20,1,1,0,2,0,14,0,7
chr19.56879766.F,8,9,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,NA,0,0,0,0,0,1,22,0,1,0,2,0,11,0,7
chr19.56879769.F,7,9,1,6,0,1,1,0,1,0,0,0,0,0,1,1,0,0,2,NA,1,0,0,0,0,0,21,1,1,0,2,0,14,0,7
chr19.56879770.R,6,16,10,5,3,2,1,0,0,0,0,2,0,0,1,0,15,0,34,13,0,7,0,0,0,0,27,1,4,0,6,0,20,0,14
chr19.56879803.R,13,18,15,7,4,1,0,0,2,0,0,1,0,0,1,2,15,3,36,13,0,7,0,0,3,0,29,0,4,1,8,2,26,0,17
chr19.56879808.R,14,19,16,8,3,0,0,0,0,0,1,2,0,0,3,1,14,3,36,13,0,6,0,0,1,0,29,0,4,0,8,1,26,0,14
chr19.56879810.R,16,18,16,8,4,0,0,0,6,0,0,2,0,0,2,3,14,4,34,13,1,7,0,0,0,0,30,0,4,0,9,2,28,0,15
